CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	0.1%RVIS	0.1%RVIS%	EdgeCase	OEratio%tile
DNAJC16	DNAJC16	DNAJC16	DNAJC16	DNAJC16	-1.263883952	5.260674687	N	74.42784871
DDI2	DDI2	DDI2	DDI2	DDI2	-0.361761279	28.6329323	Y	4.992772826
TMEM82	TMEM82	TMEM82	TMEM82	TMEM82	1.153790856	92.55720689	N	73.95205974
HSPB7	HSPB7	HSPB7	HSPB7	HSPB7	-0.183570861	39.95046001	Y	27.63791857
FBXO42	FBXO42	FBXO42	FBXO42	FBXO42	-0.620857637	17.3566879	N	28.39677186
CROCC	CROCC	CROCC	CROCC	CROCC	2.431142199	98.53149328	N	54.56516502
MINOS1	MINOS1	MINOS1	MINOS1	MINOS1	0.013025609	54.62962963	Y	99.47000723
HP1BP3	HP1BP3	HP1BP3	HP1BP3	HP1BP3	-0.26993514	34.59542345	N	19.44712118
USP48	USP48	USP48	USP48	USP48	-0.556537043	19.72753008	N	46.11539388
LDLRAD2	LDLRAD2	LDLRAD2	LDLRAD2	LDLRAD2	0.014844891	54.94810097	Y	88.13538906
HSPG2	HSPG2	HSPG2	HSPG2	HSPG2	-0.310545309	32.0653456	N	56.24548302
KDM1A	KDM1A	KDM1A	KDM1A	KDM1A	-0.427900189	25.14744043	Y	2.336786317
LUZP1	LUZP1	LUZP1	LUZP1	LUZP1	0.34168906	73.72611465	N	58.38954469
NIPAL3	NIPAL3	NIPAL3	NIPAL3	NIPAL3	-0.800872469	12.33191791	N	68.68224524
C1orf130	NCMAP	NCMAP	NCMAP	NCMAP	0.369407109	74.95281906	Y	Unassessed
RHCE	RHCE	RHCE	RHCE	RHCE	1.686630123	96.38476056	N	54.8422067
TMEM57	TMEM57	TMEM57	TMEM57	TMEM57	-0.626318434	17.03231894	N	3.282341604
LDLRAP1	LDLRAP1	LDLRAP1	LDLRAP1	LDLRAP1	0.373041938	75.29488087	N	45.61551433
CATSPER4	CATSPER4	CATSPER4	CATSPER4	CATSPER4	0.402364592	76.45081387	N	58.26909179
CD52	CD52	CD52	CD52	CD52	0.72397987	85.91648974	N	99.94579619
ZDHHC18	ZDHHC18	ZDHHC18	ZDHHC18	ZDHHC18	-0.315847836	31.68789809	N	60.68417249
AHDC1	AHDC1	AHDC1	AHDC1	AHDC1	-1.095046929	6.97688134	N	26.51168393
THEMIS2	THEMIS2	THEMIS2	THEMIS2	THEMIS2	-0.532670911	20.78320359	N	47.0790171
SMPDL3B	SMPDL3B	SMPDL3B	SMPDL3B	SMPDL3B	-0.021969881	52.14673272	N	95.68176343
MECR	MECR	MECR	MECR	MECR	0.707379532	85.62750649	N	74.00024091
SDC3	SDC3	SDC3	SDC3	SDC3	-0.020150552	52.25288983	N	18.6099735
SERINC2	SERINC2	SERINC2	SERINC2	SERINC2	0.180083178	66.16536919	N	64.42423512
ZBTB8A	ZBTB8A	ZBTB8A	ZBTB8A	ZBTB8A	-0.492218069	22.35786742	N	25.39749458
S100PBP	S100PBP	S100PBP	S100PBP	S100PBP	-0.291981272	33.20358575	N	68.32088653
HMGB4	HMGB4	HMGB4	HMGB4	HMGB4	0.68351529	85.03774475	N	93.14020718
GJA4	GJA4	GJA4	GJA4	GJA4	0.396906589	76.30927105	N	29.49289328
DLGAP3	DLGAP3	DLGAP3	DLGAP3	DLGAP3	-0.865195027	10.79853739	N	20.0373404
MAP7D1	MAP7D1	MAP7D1	MAP7D1	MAP7D1	-0.33061537	30.82094834	N	30.65526379
SH3D21	SH3D21	SH3D21	SH3D21	SH3D21	0.512596355	80.29606039	N	97.28980968
MTF1	MTF1	MTF1	MTF1	MTF1	7.61128E-05	53.98089172	N	17.56203325
FHL3	FHL3	FHL3	FHL3	FHL3	0.284856336	71.40835103	N	55.8299205
RHBDL2	RHBDL2	RHBDL2	RHBDL2	RHBDL2	0.593509966	82.51356452	N	98.43411226
TRIT1	TRIT1	TRIT1	TRIT1	TRIT1	-0.003562597	53.72729417	N	81.48638882
MYCL1	MYCL1	MYCL	MYCL	MYCL	-0.093566408	46.7386176	N	18.61599615
TMCO2	TMCO2	TMCO2	TMCO2	TMCO2	0.369407109	74.95281906	Y	24.66875452
ZNF642	ZFP69	ZFP69	ZFP69	ZFP69	0.86534717	88.80042463	N	Unassessed
RIMS3	RIMS3	RIMS3	RIMS3	RIMS3	0.062575634	58.74026893	N	42.71259937
FOXJ3	FOXJ3	FOXJ3	FOXJ3	FOXJ3	0.286674996	71.49681529	N	18.87496989
CCDC30	CCDC30	CCDC30	CCDC30	CCDC30	0.424410872	77.25878745	N	35.63599133
SLC6A9	SLC6A9	SLC6A9	SLC6A9	SLC6A9	-0.709045403	14.673272	N	17.64032763
ERI3	ERI3	ERI3	ERI3	ERI3	-0.339715008	30.06605331	Y	0.963623223
IPP	IPP	IPP	IPP	IPP	-0.534490515	20.70063694	N	30.57094676
LURAP1	LURAP1	LURAP1	LURAP1	LURAP1	0.483275131	79.25218212	N	92.54998795
UQCRH	UQCRH	UQCRH	UQCRH	UQCRH	0.147123112	64.11299835	Y	44.4772344
KIAA0494	EFCAB14	EFCAB14	EFCAB14	EFCAB14	-0.268115223	34.70747818	N	Unassessed
CYP4A22	CYP4A22	CYP4A22	CYP4A22	CYP4A22	3.202967632	99.35126209	N	84.52180198
SLC5A9	SLC5A9	SLC5A9	SLC5A9	SLC5A9	1.140856814	92.36848313	N	74.00626355
BTF3L4	BTF3L4	BTF3L4	BTF3L4	BTF3L4	0.057118534	57.99716914	Y	8.594314623
CC2D1B	CC2D1B	CC2D1B	CC2D1B	CC2D1B	0.187364432	66.28921916	N	66.05637196
ZCCHC11	ZCCHC11	ZCCHC11	ZCCHC11	ZCCHC11	-1.589211351	3.096249115	N	53.82437967
ZYG11B	ZYG11B	ZYG11B	ZYG11B	ZYG11B	-1.001120478	8.321538099	N	5.751626114
DIO1	DIO1	DIO1	DIO1	DIO1	-0.249709319	35.74545883	N	72.32594556
LDLRAD1	LDLRAD1	LDLRAD1	LDLRAD1	LDLRAD1	0.194852702	67.03231894	N	97.10913033
C1orf168	C1orf168	C1orf168	C1orf168	C1orf168	0.824892996	88.06912008	N	89.12912551
C8B	C8B	C8B	C8B	C8B	0.558509856	81.67020524	N	83.29920501
DOCK7	DOCK7	DOCK7	DOCK7	DOCK7	-2.535908408	0.884642604	N	29.58323296
ALG6	ALG6	ALG6	ALG6	ALG6	0.286674996	71.49681529	N	16.76704409
ITGB3BP	ITGB3BP	ITGB3BP	ITGB3BP	ITGB3BP	-0.185391282	39.67916962	Y	36.62972778
EFCAB7	EFCAB7	EFCAB7	EFCAB7	EFCAB7	1.622295219	96.0250059	N	83.46181643
DNAJC6	DNAJC6	DNAJC6	DNAJC6	DNAJC6	-0.659500046	16.07100731	N	31.73331727
SGIP1	SGIP1	SGIP1	SGIP1	SGIP1	-1.083859071	7.195093182	N	38.79788003
C1orf141	C1orf141	C1orf141	C1orf141	C1orf141	0.883760026	89.07171503	N	27.8547338
GNG12	GNG12	GNG12	GNG12	GNG12	-0.009020804	52.8544468	Y	8.419657914
C1orf173	C1orf173	C1orf173	C1orf173	C1orf173	2.043117123	97.75300778	N	86.12984823
LHX8	LHX8	LHX8	LHX8	LHX8	0.194852702	67.03231894	N	17.83305228
SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	-0.119252484	44.53880632	Y	3.577451217
MCOLN2	MCOLN2	MCOLN2	MCOLN2	MCOLN2	0.711016566	85.72776598	N	76.39725367
ODF2L	ODF2L	ODF2L	ODF2L	ODF2L	-0.220384297	37.6032083	N	34.00987714
CCBL2	CCBL2	CCBL2	CCBL2	CCBL2	-0.047654689	50.22410946	N	74.11467116
HFM1	HFM1	HFM1	HFM1	HFM1	-0.722015017	14.27223402	N	51.50566129
TGFBR3	TGFBR3	TGFBR3	TGFBR3	TGFBR3	0.181903047	66.2361406	N	38.11129848
C1orf146	C1orf146	C1orf146	C1orf146	C1orf146	0.103030231	61.2762444	Y	87.780053
GFI1	GFI1	GFI1	GFI1	GFI1	0.327131069	73.27199811	N	23.31365936
EVI5	EVI5	EVI5	EVI5	EVI5	0.178263593	66.12998349	N	52.88484702
CNN3	CNN3	CNN3	CNN3	CNN3	0.3032669	72.009908	Y	18.70633582
DPYD	DPYD	DPYD	DPYD	DPYD	1.431149089	95.02241095	N	90.08070344
LPPR5	LPPR5	LPPR5	LPPR5	LPPR5	-0.383807564	27.41802312	Y	5.38424476
FRRS1	FRRS1	FRRS1	FRRS1	FRRS1	-0.110153916	45.48832272	N	82.90773308
OLFM3	OLFM3	OLFM3	OLFM3	OLFM3	-0.758599262	13.32861524	N	11.23825584
NTNG1	NTNG1	NTNG1	NTNG1	NTNG1	-0.670411825	15.61689078	N	30.92026018
FAM102B	FAM102B	FAM102B	FAM102B	FAM102B	-0.073340031	48.11866006	Y	69.87472898
WDR47	WDR47	WDR47	WDR47	WDR47	-0.756778259	13.44656759	N	16.94170079
TAF13	TAF13	TAF13	TAF13	TAF13	-0.053113545	49.38664779	Y	33.14261624
TMEM167B	TMEM167B	TMEM167B	TMEM167B	TMEM167B	0.101211609	60.95777306	N	Unassessed
MYBPHL	MYBPHL	MYBPHL	MYBPHL	MYBPHL	0.600782551	82.82613824	N	58.41363527
ATXN7L2	ATXN7L2	ATXN7L2	ATXN7L2	ATXN7L2	-0.909290275	10.03184713	N	42.40544447
AMIGO1	AMIGO1	AMIGO1	AMIGO1	AMIGO1	0.038710339	56.92380278	Y	49.85545652
FAM40A	STRIP1	STRIP1	STRIP1	STRIP1	-1.3098007	4.847841472	N	Unassessed
SLC6A17	SLC6A17	SLC6A17	SLC6A17	SLC6A17	-0.574945567	18.90186365	N	31.10696218
LRIF1	LRIF1	LRIF1	LRIF1	LRIF1	-0.488577883	22.64685067	N	85.42519875
DRAM2	DRAM2	DRAM2	DRAM2	DRAM2	-0.183570861	39.95046001	Y	81.52252469
CHI3L2	CHI3L2	CHI3L2	CHI3L2	CHI3L2	0.154398214	64.73814579	N	39.70729945
CAPZA1	CAPZA1	CAPZA1	CAPZA1	CAPZA1	0.349177632	74.18023119	N	79.30619128
LRIG2	LRIG2	LRIG2	LRIG2	LRIG2	-0.347208386	29.59424393	N	79.50493857
BCL2L15	BCL2L15	BCL2L15	BCL2L15	BCL2L15	-0.007201372	53.19061099	Y	81.08889424
CSDE1	CSDE1	CSDE1	CSDE1	CSDE1	-1.001120478	8.321538099	N	15.5685377
IGSF3	IGSF3	IGSF3	IGSF3	IGSF3	-1.339418191	4.653220099	N	30.2156107
TBX15	TBX15	TBX15	TBX15	TBX15	0.174625237	65.9648502	N	58.29920501
PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	7.985992467	99.94692144	N	70.26017827
ANKRD34A	ANKRD34A	ANKRD34A	ANKRD34A	ANKRD34A	-0.494039303	22.09247464	N	80.27583715
NUDT17	NUDT17	NUDT17	NUDT17	NUDT17	-0.22584292	37.32012267	N	34.95543243
BCL9	BCL9	BCL9	BCL9	BCL9	-1.626115313	2.878037273	N	52.84268851
GJA8	GJA8	GJA8	GJA8	GJA8	-0.179930907	40.35739561	N	85.81667068
HIST2H2BF	HIST2H2BF	HIST2H2BF	HIST2H2BF	HIST2H2BF	0.169169615	65.33380514	Y	45.30835943
LINGO4	LINGO4	LINGO4	LINGO4	LINGO4	-0.288341872	33.41589998	N	91.49602505
TCHHL1	TCHHL1	TCHHL1	TCHHL1	TCHHL1	0.159856957	64.91507431	N	68.39918092
FLG	FLG	FLG	FLG	FLG	24.30246465	99.98820477	N	87.46085281
FLG2	FLG2	FLG2	FLG2	FLG2	2.276748373	98.2661005	N	74.40375813
KPRP	KPRP	KPRP	KPRP	KPRP	2.48969674	98.64354801	N	72.88002891
SPRR1B	SPRR1B	SPRR1B	SPRR1B	SPRR1B	0.103030231	61.2762444	Y	17.75475789
SPRR2D	SPRR2D	SPRR2D	SPRR2D	SPRR2D	0.191216164	66.57230479	Y	21.80197543
SPRR2B	SPRR2B	SPRR2B	SPRR2B	SPRR2B	0.057118534	57.99716914	Y	16.26716454
SPRR2E	SPRR2E	SPRR2E	SPRR2E	SPRR2E	0.235309407	68.71903751	Y	93.83281137
SPRR2F	SPRR2F	SPRR2F	SPRR2F	SPRR2F	0.902179145	89.34890304	N	59.53384727
SPRR2G	SPRR2G	SPRR2G	SPRR2G	SPRR2G	0.501689326	79.7888653	Y	99.33750903
LELP1	LELP1	LELP1	LELP1	LELP1	0.191216164	66.57230479	Y	87.62948687
PGLYRP4	PGLYRP4	PGLYRP4	PGLYRP4	PGLYRP4	1.264035907	93.58339231	N	81.31173211
S100A7A	S100A7A	S100A7A	S100A7A	S100A7A	0.749657564	86.56522765	N	70.36858588
S100A13	S100A13	S100A13	S100A13	S100A13	0.169169615	65.33380514	Y	94.68200434
CRTC2	CRTC2	CRTC2	CRTC2	CRTC2	-0.690637458	15.12149092	N	28.24018309
C1orf189	C1orf189	C1orf189	C1orf189	C1orf189	-0.119252484	44.53880632	Y	44.7843893
SHE	SHE	SHE	SHE	SHE	-0.203796826	38.81811748	N	43.04384486
TDRD10	TDRD10	TDRD10	TDRD10	TDRD10	0.41713504	76.95800896	N	50.40953987
KIAA0907	KIAA0907	KIAA0907	KIAA0907	KIAA0907	-0.582225231	18.44184949	N	15.44206215
PMF1	PMF1	PMF1	PMF1	PMF1	0.883760026	89.07171503	N	82.30546856
PEAR1	PEAR1	PEAR1	PEAR1	PEAR1	0.677860057	84.76645435	N	56.99831366
ETV3L	ETV3L	ETV3L	ETV3L	ETV3L	1.442251694	95.08138712	N	80.43844857
OR10T2	OR10T2	OR10T2	OR10T2	OR10T2	2.065168262	97.79429111	N	91.65261383
OR10K2	OR10K2	OR10K2	OR10K2	OR10K2	1.618658506	95.99551781	N	86.56347868
OR10K1	OR10K1	OR10K1	OR10K1	OR10K1	0.663285274	84.55414013	N	72.72344013
OR10R2	OR10R2	OR10R2	OR10R2	OR10R2	1.840996754	97.08657702	N	62.12358468
OR6Y1	OR6Y1	OR6Y1	OR6Y1	OR6Y1	1.486352457	95.32908705	N	96.03107685
OR10X1	OR10X1	OR10X1	OR10X1	OR10X1	1.510221359	95.4470394	N	70.16381595
OR10Z1	OR10Z1	OR10Z1	OR10Z1	OR10Z1	0.729426781	86.17008728	N	86.83449771
OR6K2	OR6K2	OR6K2	OR6K2	OR6K2	0.486911049	79.46449634	N	98.74728981
OR6K3	OR6K3	OR6K3	OR6K3	OR6K3	1.019682101	90.97664544	N	76.84895206
OR6K6	OR6K6	OR6K6	OR6K6	OR6K6	2.686408225	98.87355508	N	85.913033
OR6N1	OR6N1	OR6N1	OR6N1	OR6N1	1.2860853	93.80160415	N	88.82799325
OR6N2	OR6N2	OR6N2	OR6N2	OR6N2	0.240763792	69.36777542	N	29.2821007
OR10J3	OR10J3	OR10J3	OR10J3	OR10J3	0.308721233	72.59966973	N	95.54324259
OR10J5	OR10J5	OR10J5	OR10J5	OR10J5	-0.22584292	37.32012267	N	82.84148398
CRP	CRP	CRP	CRP	CRP	-0.117432389	44.89266336	Y	45.89857866
FCRL6	FCRL6	FCRL6	FCRL6	FCRL6	0.270087468	70.69473933	N	76.1744158
VSIG8	VSIG8	VSIG8	VSIG8	VSIG8	0.106667882	61.73036093	N	24.626596
CCDC19	CCDC19	CCDC19	CCDC19	CCDC19	0.358272123	74.66383581	N	76.31293664
VANGL2	VANGL2	VANGL2	VANGL2	VANGL2	-1.023168368	7.944090587	N	18.41724886
LY9	LY9	LY9	LY9	LY9	0.113945049	62.14319415	N	86.63575042
KLHDC9	KLHDC9	KLHDC9	KLHDC9	KLHDC9	0.749657564	86.56522765	N	73.27752349
USP21	USP21	USP21	USP21	USP21	-0.290161348	33.33923095	N	22.6391231
C1orf192	C1orf192	C1orf192	C1orf192	C1orf192	0.413500896	76.67492333	Y	94.76029872
FCGR2A	FCGR2A	FCGR2A	FCGR2A	FCGR2A	0.841481379	88.35810333	N	29.17369309
FCGR2B	FCGR2B	FCGR2B	FCGR2B	FCGR2B	0.060756528	58.52795471	Y	92.20669718
FCRLA	FCRLA	FCRLA	FCRLA	FCRLA	0.486911049	79.46449634	N	94.53143821
FCRLB	FCRLB	FCRLB	FCRLB	FCRLB	0.751474114	86.64779429	N	50.94555529
SH2D1B	SH2D1B	SH2D1B	SH2D1B	SH2D1B	0.369407109	74.95281906	Y	93.62201879
LRRC52	LRRC52	LRRC52	LRRC52	LRRC52	-0.091746757	46.91554612	N	8.853288364
FAM78B	FAM78B	FAM78B	FAM78B	FAM78B	-0.361761279	28.6329323	Y	24.82534329
DUSP27	DUSP27	DUSP27	DUSP27	DUSP27	0.973628696	90.27482897	N	80.08913515
CENPL	CENPL	CENPL	CENPL	CENPL	0.305084559	72.22811984	N	96.66947723
RC3H1	RC3H1	RC3H1	RC3H1	RC3H1	-0.108334733	45.57088936	N	19.45916647
GPR52	GPR52	GPR52	GPR52	GPR52	-0.295622497	32.61972163	Y	26.15032522
TNN	TNN	TNN	TNN	TNN	1.51017302	95.42934654	N	51.57191038
RFWD2	RFWD2	RFWD2	RFWD2	RFWD2	-0.205617011	38.57631517	Y	49.60852807
ABL2	ABL2	ABL2	ABL2	ABL2	-0.992035476	8.604623732	N	25.77089858
AXDND1	AXDND1	AXDND1	AXDND1	AXDND1	0.606246644	82.93229535	N	86.49722958
ZNF648	ZNF648	ZNF648	ZNF648	ZNF648	0.663285274	84.55414013	N	78.87858347
TEDDM1	TEDDM1	TEDDM1	TEDDM1	TEDDM1	0.305084559	72.22811984	N	93.39315828
SHCBP1L	SHCBP1L	SHCBP1L	SHCBP1L	SHCBP1L	0.354632714	74.58126917	N	92.75475789
HMCN1	HMCN1	HMCN1	HMCN1	HMCN1	-3.689691478	0.247699929	N	78.01734522
CFHR3	CFHR3	CFHR3	CFHR3	CFHR3	1.728918179	96.55579146	N	61.286437
CFHR2	CFHR2	CFHR2	CFHR2	CFHR2	1.348605238	94.30879925	N	93.1703204
ZBTB41	ZBTB41	ZBTB41	ZBTB41	ZBTB41	-0.400392389	26.85185185	N	40.15297519
KIF14	KIF14	KIF14	KIF14	KIF14	-0.027643533	51.41542817	N	72.75957601
DDX59	DDX59	DDX59	DDX59	DDX59	1.067416815	91.66666667	N	83.14863888
KIF21B	KIF21B	KIF21B	KIF21B	KIF21B	-2.914589271	0.577966502	N	17.74873524
PKP1	PKP1	PKP1	PKP1	PKP1	1.028790575	91.09459778	N	69.80245724
TNNT2	TNNT2	TNNT2	TNNT2	TNNT2	-0.161524709	41.6430762	Y	77.2946278
KDM5B	KDM5B	KDM5B	KDM5B	KDM5B	-1.721531029	2.476999292	N	25.48783426
MYBPH	MYBPH	MYBPH	MYBPH	MYBPH	-0.26629572	34.81953291	N	82.90171043
FMOD	FMOD	FMOD	FMOD	FMOD	-0.424258538	25.56027365	N	64.29775958
ZC3H11A	ZC3H11A	ZC3H11A	ZC3H11A	ZC3H11A	-0.332434268	30.74427931	N	66.66465912
SNRPE	SNRPE	SNRPE	SNRPE	SNRPE	0.12325821	62.38499646	N	Unassessed
REN	REN	REN	REN	REN	-0.402212257	26.7338995	N	22.27776439
NFASC	NFASC	NFASC	NFASC	NFASC	-1.802562453	2.211606511	N	32.34160443
RBBP5	RBBP5	RBBP5	RBBP5	RBBP5	-0.471992905	23.03609342	Y	3.9086967
TMCC2	TMCC2	TMCC2	TMCC2	TMCC2	-1.063626766	7.484076433	N	9.557937846
KLHDC8A	KLHDC8A	KLHDC8A	KLHDC8A	KLHDC8A	-1.111360919	6.717386176	N	45.39267646
NUCKS1	NUCKS1	NUCKS1	NUCKS1	NUCKS1	-0.119252484	44.53880632	Y	1.794748253
SLC41A1	SLC41A1	SLC41A1	SLC41A1	SLC41A1	-0.979072682	8.752064166	N	15.13490725
SLC26A9	SLC26A9	SLC26A9	SLC26A9	SLC26A9	-0.143334748	42.35079028	N	72.42833052
AVPR1B	AVPR1B	AVPR1B	AVPR1B	AVPR1B	0.644875971	84.10002359	N	89.86991086
C1orf186	C1orf186	C1orf186	C1orf186	C1orf186	0.25917371	70.05779665	Y	20.63960491
IKBKE	IKBKE	IKBKE	IKBKE	IKBKE	-0.150608082	42.28001887	N	24.24716936
DYRK3	DYRK3	DYRK3	DYRK3	DYRK3	0.174625237	65.9648502	N	39.94820525
YOD1	YOD1	YOD1	YOD1	YOD1	-0.361761279	28.6329323	Y	35.4854252
PFKFB2	PFKFB2	PFKFB2	PFKFB2	PFKFB2	-0.66859065	15.76433121	N	25.60828716
CD55	CD55	CD55	CD55	CD55	0.350995466	74.37485256	N	55.31197302
CD34	CD34	CD34	CD34	CD34	0.218717575	68.27081859	N	84.09419417
PLXNA2	PLXNA2	PLXNA2	PLXNA2	PLXNA2	-1.483036981	3.64472753	N	38.41243074
SYT14	SYT14	SYT14	SYT14	SYT14	-0.492218069	22.35786742	N	37.05131294
RCOR3	RCOR3	RCOR3	RCOR3	RCOR3	-0.405853867	26.23260203	Y	33.67260901
LPGAT1	LPGAT1	LPGAT1	LPGAT1	LPGAT1	-0.029247611	51.40363293	Y	31.9501325
TATDN3	TATDN3	TATDN3	TATDN3	TATDN3	1.150157577	92.46874263	N	93.33293182
C1orf227	C1orf227	C1orf227	C1orf227	C1orf227	0.169169615	65.33380514	Y	95.24211033
PROX1	PROX1	PROX1	PROX1	PROX1	-0.670411825	15.61689078	N	16.55625151
SMYD2	SMYD2	SMYD2	SMYD2	SMYD2	0.352813824	74.49280491	N	38.28595519
CENPF	CENPF	CENPF	CENPF	CENPF	4.962087784	99.81127624	N	83.90146953
KCNK2	KCNK2	KCNK2	KCNK2	KCNK2	-0.449946534	24.00330267	Y	25.84317032
SLC30A10	SLC30A10	SLC30A10	SLC30A10	SLC30A10	-0.404032746	26.53338051	N	35.84076126
EPRS	EPRS	EPRS	EPRS	EPRS	-0.123106115	44.10828025	N	49.46398458
RAB3GAP2	RAB3GAP2	RAB3GAP2	RAB3GAP2	RAB3GAP2	-1.080231599	7.277659825	N	64.80968441
MARK1	MARK1	MARK1	MARK1	MARK1	-0.314027422	31.9297004	N	19.36882679
TLR5	TLR5	TLR5	TLR5	TLR5	1.647992642	96.20783204	N	92.35726331
SUSD4	SUSD4	SUSD4	SUSD4	SUSD4	-0.576764155	18.7839113	N	71.7718622
CAPN2	CAPN2	CAPN2	CAPN2	CAPN2	0.7164803	85.82802548	N	47.86196097
WDR26	WDR26	WDR26	WDR26	WDR26	-0.471992905	23.03609342	Y	5.920260178
ENAH	ENAH	ENAH	ENAH	ENAH	-0.624497208	17.16206653	N	45.76608046
TMEM63A	TMEM63A	TMEM63A	TMEM63A	TMEM63A	0.584200036	82.336636	N	61.36473139
PYCR2	PYCR2	PYCR2	PYCR2	PYCR2	-0.714505427	14.4019816	N	10.03372681
C1orf95	C1orf95	C1orf95	C1orf95	C1orf95	0.013025609	54.62962963	Y	5.456516502
WNT9A	WNT9A	WNT9A	WNT9A	WNT9A	-0.778825328	12.88039632	N	25.36738135
TRIM11	TRIM11	TRIM11	TRIM11	TRIM11	-0.756778259	13.44656759	N	3.986991086
RAB4A	RAB4A	RAB4A	RAB4A	RAB4A	-0.119252484	44.53880632	Y	53.75813057
URB2	URB2	URB2	URB2	URB2	-1.313764723	4.824251003	N	53.5352927
DISC1	DISC1	DISC1	DISC1	DISC1	0.20394914	67.45694739	N	89.59889183
C1orf31	COA6	COA6	COA6	COA6	0.369407109	74.95281906	Y	Unassessed
ARID4B	ARID4B	ARID4B	ARID4B	ARID4B	-0.43902969	24.63434772	N	48.02457239
LYST	LYST	LYST	LYST	LYST	-3.039637526	0.495399858	N	58.83522043
ERO1LB	ERO1LB	ERO1LB	ERO1LB	ERO1LB	0.751474114	86.64779429	N	71.67549988
HEATR1	HEATR1	HEATR1	HEATR1	HEATR1	2.322745612	98.36635999	N	53.60756444
FMN2	FMN2	FMN2	FMN2	FMN2	0.411473843	76.55697098	N	25.21079258
GREM2	GREM2	GREM2	GREM2	GREM2	0.125076652	62.7388535	Y	8.781016623
RGS7	RGS7	RGS7	RGS7	RGS7	-0.471992905	23.03609342	Y	13.71958564
OPN3	OPN3	OPN3	OPN3	OPN3	0.15257911	64.60839821	N	47.71139484
CHML	CHML	CHML	CHML	CHML	-0.376526807	28.10804435	N	80.62515057
MAP1LC3C	MAP1LC3C	MAP1LC3C	MAP1LC3C	MAP1LC3C	0.058937498	58.26256192	Y	6.576728499
SDCCAG8	SDCCAG8	SDCCAG8	SDCCAG8	SDCCAG8	-0.154246007	42.22694032	N	70.14574801
AKT3	AKT3	AKT3	AKT3	AKT3	-0.251530012	35.42108988	Y	4.258010118
C1orf100	C1orf100	C1orf100	C1orf100	C1orf100	0.014844891	54.94810097	Y	98.92796916
COX20	COX20	COX20	COX20	COX20	0.080983847	59.76055674	Y	70.50710672
HNRNPU	HNRNPU	HNRNPU	HNRNPU	HNRNPU	-0.60427181	17.74593064	N	43.19441099
EFCAB2	EFCAB2	EFCAB2	EFCAB2	EFCAB2	-0.007201372	53.19061099	Y	46.44061672
SMYD3	SMYD3	SMYD3	SMYD3	SMYD3	-0.314027422	31.9297004	N	71.30209588
SCCPDH	SCCPDH	SCCPDH	SCCPDH	SCCPDH	0.262810045	70.43524416	N	59.35919056
ZNF670	ZNF670	ZNF670	ZNF670	ZNF670	-0.538132194	20.26421326	N	98.51842929
ZNF669	ZNF669	ZNF669	ZNF669	ZNF669	0.97558591	90.37508846	N	55.24572392
ZNF124	ZNF124	ZNF124	ZNF124	ZNF124	-0.359940251	28.93371078	N	37.29221874
OR2B11	OR2B11	OR2B11	OR2B11	OR2B11	2.309597117	98.34866714	N	66.6887497
OR2G2	OR2G2	OR2G2	OR2G2	OR2G2	1.572740636	95.70653456	N	84.93736449
OR2G3	OR2G3	OR2G3	OR2G3	OR2G3	1.77302331	96.80938901	N	93.99542279
OR13G1	OR13G1	OR13G1	OR13G1	OR13G1	1.350418743	94.35008257	N	53.2823416
OR6F1	OR6F1	OR6F1	OR6F1	OR6F1	0.797386419	87.53833451	N	70.35051795
OR14A16	OR14A16	OR14A16	OR14A16	OR14A16	0.639420866	83.8995046	N	38.5810648
OR11L1	OR11L1	OR11L1	OR11L1	OR11L1	1.019682101	90.97664544	N	80.80582992
OR2W3	OR2W3	OR2W3	OR2W3	OR2W3	2.397825098	98.50790281	N	81.0166225
OR2L8	OR2L8	OR2L8	OR2L8	OR2L8	2.396009417	98.49020996	N	48.35581788
OR2AK2	OR2AK2	OR2AK2	OR2AK2	OR2AK2	1.396334339	94.70393961	N	56.70922669
OR2L2	OR2L2	OR2L2	OR2L2	OR2L2	1.019682101	90.97664544	N	56.9501325
OR2L3	OR2L3	OR2L3	OR2L3	OR2L3	1.128108522	92.19155461	N	80.6432185
OR2M5	OR2M5	OR2M5	OR2M5	OR2M5	2.33165376	98.38405284	N	97.01879065
OR2M2	OR2M2	OR2M2	OR2M2	OR2M2	1.131742211	92.26232602	N	46.27198265
OR2M3	OR2M3	OR2M3	OR2M3	OR2M3	1.488170966	95.3467799	N	62.46687545
OR2M4	OR2M4	OR2M4	OR2M4	OR2M4	0.41713504	76.95800896	N	37.23199229
OR2T33	OR2T33	OR2T33	OR2T33	OR2T33	1.219937511	93.19414956	N	97.91014213
OR2T12	OR2T12	OR2T12	OR2T12	OR2T12	2.465816951	98.61405992	N	82.04649482
OR2M7	OR2M7	OR2M7	OR2M7	OR2M7	2.131332486	97.91814107	N	74.28330523
OR14C36	OR14C36	OR14C36	OR14C36	OR14C36	0.817616644	87.95116773	N	41.07443989
OR2T4	OR2T4	OR2T4	OR2T4	OR2T4	2.153387652	98.00070771	N	75.34931342
OR2T6	OR2T6	OR2T6	OR2T6	OR2T6	2.463998608	98.59046945	N	22.19947001
