GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratio	%OEratio	%ExAC_0.1%popn	%ExAC_0.05%popn	%ExAC_0.01%
DNAI2	-0.17	43.49	0.01	54.12	-0.23	35.04	-0.57	15.54	-0.68	15.9	-0.32	31.78	0.07	55.88	0.77	87.49	NA	NA	85.19	67.32	91.83
DNAJC7	-0.25	37.63	-0.43	25.15	-0.31	30.96	-0.1	41.12	-0.08	49.36	-0.28	36.38	-0.36	27.99	-0.24	38.27	-2.88	1.46	30.72	26.09	20.78
DPH1	0.56	83.45	0.4	76.36	1.25	93.81	-0.29	27.7	0.83	88.05	0.93	90.27	1	90.88	-0.01	56.62	NA	NA	90.90	94.04	94.89
DRG2	0.08	65.39	0.19	67.03	-0.11	42.29	-0.18	35	0.2	67.14	-0.34	31.62	-0.49	22.27	-0.09	49.52	NA	NA	30.67	23.53	23.58
DUS1L	-0.45	23.17	-0.87	10.8	-1.75	3.07	-0.8	10.11	-0.64	17.56	0.19	70.6	-0.71	15.15	-0.55	19.04	NA	NA	17.89	26.53	26.55
DUSP14	-0.18	43.45	-0.3	32.62	-0.39	26.67	0	49.5	-0.32	32.45	-0.19	43.65	-0.17	38.94	-0.12	48.49	-1.23	10.52	36.00	34.90	44.52
DUSP3	-0.19	42.14	-0.32	31.46	0	49.71	-0.01	48.28	-0.12	46.17	-0.07	55.41	-0.45	23.52	-0.3	33.66	-0.12	38.36	39.19	38.17	40.99
DVL2	-1.16	4.93	-1.21	5.69	-1.25	6.4	-1.04	6.55	-1.47	3.66	-0.87	8.5	-0.55	19.74	-1.01	7.15	NA	NA	18.08	40.15	15.96
DYNLL2	0.05	64.03	0.06	58	0.11	56.84	0.27	72.42	0.04	58.08	0.04	64.23	0.16	62.02	0.1	65.33	-2.24	3.17	53.68	51.83	52.55
EFCAB13	1.99	97.15	0.89	89.3	1.51	96.1	1.28	96.34	2.44	98.44	3.15	99.1	1.12	92.38	0.5	81.05	NA	NA	96.32	98.02	97.60
EFCAB3	-0.09	50.47	0.66	84.55	-0.01	48.7	1.35	96.86	0.17	65.36	0.17	70.35	0.7	85.18	0.49	80.99	NA	NA	67.10	71.93	70.02
EFCAB5	0.6	84.58	2.23	98.18	1.39	95.19	1.2	95.87	2.84	98.98	1.1	92.1	1.71	96.71	2.08	97.41	NA	NA	98.25	96.35	78.13
EFNB3	-0.2	40.89	0.1	61.49	-0.04	46.93	-0.03	46.77	-0.32	32.45	-0.19	43.65	0.51	79.71	0.62	84.46	-0.41	27.38	22.85	22.33	21.10
EFTUD2	-0.89	8.42	-1.15	6.23	-1.98	2.32	-0.83	9.49	-1.33	4.85	-0.83	9.81	-0.91	10.63	-0.75	12.68	NA	NA	2.83	2.42	2.54
EIF1	0.1	66.58	0.12	62.38	0.08	55.11	0.32	75.44	0.11	62.04	0.08	66.94	0.16	62.02	0.1	65.33	NA	NA	52.76	50.73	51.30
EIF4A1	-0.22	39.8	-0.36	28.63	-0.66	16.61	-0.05	45.37	-0.36	30.26	-0.21	41.76	-0.5	21.74	-0.33	31.71	-2.99	1.3	18.04	15.99	14.20
EIF4A3	-0.39	27.26	-0.63	17.03	-1	9.51	-0.25	30.64	-0.42	26.73	-0.26	38.17	-0.92	10.37	-0.6	17.35	NA	NA	15.69	18.06	16.17
EIF5A	0.01	60.6	-0.05	49.39	-0.02	48.41	0.19	65.65	0.04	58.08	0.04	64.23	0.01	52.23	0.01	58.77	-2.81	1.61	65.04	54.95	57.85
ELAC2	-0.38	27.34	-0.91	10.12	-1.41	5.18	-0.91	8.28	-0.66	16.46	-0.07	53.6	-1.22	6.19	-0.88	9.32	NA	NA	9.99	10.35	8.08
EMC6	0.01	60.6	-0.01	52.85	-0.02	48.41	0.22	68.47	0.01	55.83	0.02	62.73	0.06	55.51	0.04	61.25	-2.52	2.33	42.85	46.31	47.80
EME1	1.39	94.41	1	90.77	1.43	95.49	0.68	88.6	-0.01	53.75	0.63	85.15	0.31	70.4	2.08	97.4	NA	NA	96.93	96.33	94.87
ENDOV	1.01	91.15	-0.02	52.09	0.79	86.82	-0.24	30.91	0.62	83.13	1.04	91.55	0.17	63.02	0.7	86.03	NA	NA	92.18	93.80	88.76
ENGASE	1.06	91.57	-0.63	16.78	0.06	53.31	-0.77	10.57	-0.55	20.67	0.63	85.04	-0.59	18.58	0.35	76.16	NA	NA	88.31	96.55	96.90
ENO3	0.46	80.91	-0.49	22.65	-0.93	10.75	-0.7	11.92	-0.7	15.26	0.15	69.09	0.15	61.42	0.62	84.24	NA	NA	21.53	27.12	26.58
ENPP7	-0.54	18.6	0.52	80.36	0.62	82.37	0.89	92.67	0.04	57.14	-0.87	8.5	-0.5	21.39	0.56	82.77	NA	NA	97.46	97.91	94.70
ENTHD2	0.58	84.06	0.62	83.53	-0.13	40.97	-0.17	35.54	-0.22	38.03	0.21	71.44	0.41	75.42	0.06	62.49	NA	NA	52.39	79.95	65.35
EPN2	-0.04	55.69	-0.38	28.11	-0.73	14.82	-0.51	17.69	0.15	64.12	0.21	71.44	-0.27	32.44	-0.43	24.92	NA	NA	12.78	9.76	16.41
EPN3	0.21	71.82	1.14	92.37	0.86	88.41	0.26	71.49	0.42	76.68	0.19	70.44	0.98	90.46	0.79	87.8	NA	NA	91.75	97.68	95.46
EPX	0.29	75.11	1.14	92.39	1.82	97.51	0.73	89.67	1.19	92.75	0.48	81.33	0.65	83.8	0.19	70.24	NA	NA	98.34	96.98	98.43
ERAL1	-0.46	22.89	0	53.73	-0.33	29.75	-0.04	45.77	-0.28	35.31	-0.41	27.43	0	50.86	-0.48	22.63	NA	NA	39.35	47.86	20.96
ERBB2	-0.56	17.92	-0.59	18.28	-1.17	7.3	-0.45	20.05	0.25	69.11	-0.45	23.54	-1.11	7.43	-0.99	7.56	NA	NA	15.29	16.34	16.01
ERN1	-1.21	4.47	-0.44	24.63	-1.41	5.18	-0.93	8.04	-0.94	9.69	-1.06	5.86	-0.72	14.72	-0.65	15.54	NA	NA	23.19	47.47	40.53
ETV4	-0.18	42.6	0.29	71.5	0.47	76.79	0.09	57.32	0.72	85.7	0.57	84.01	0.37	73.75	-0.49	21.68	NA	NA	46.08	55.69	46.53
EVI2A	-0.28	35.17	0.28	71.27	0.49	77.28	0.75	90.3	0.85	88.3	-0.17	45.6	0.09	57.81	-0.42	25.91	NA	NA	69.17	74.13	49.68
EVI2B	-0.51	20.54	0.42	77.06	0.42	74.77	0.48	82.77	-0.76	13.85	-0.47	23.43	0.54	80.6	0.32	75.45	NA	NA	44.53	61.42	36.37
EVPL	-1.46	2.8	0.77	86.9	1.4	95.28	-0.63	13.61	-0.43	25.8	-0.68	13.17	0.78	86.89	-1.64	2.35	NA	NA	85.63	95.83	97.20
EVPLL	0.76	87.79	0.86	88.56	0.95	89.95	0.71	89.46	0.29	71.41	0.48	81.98	0.81	87.57	1.04	91.23	NA	NA	NA	NA	NA
EXOC7	-0.91	8.09	-0.93	9.61	-1.14	7.64	-0.56	15.89	-0.67	16.3	-0.89	8.32	-1.05	8.4	-0.84	10.29	NA	NA	30.49	27.49	15.83
EZH1	-0.43	24.45	-0.45	24.19	-1.12	7.82	-0.3	27.45	-0.21	39.76	-0.36	30.17	-0.69	15.59	-0.45	24.32	NA	NA	17.40	11.49	13.58
FADS6	-0.28	34.47	-0.13	43.91	0.04	52.67	-0.02	47.36	-0.23	37.79	-0.09	52.13	0.17	63.02	-0.46	23.37	NA	NA	94.36	91.23	95.71
FAM104A	-0.26	36.41	0.06	58.53	-0.05	45.8	0.48	82.63	-0.15	44.43	-0.32	33.13	0.22	66.59	-0.18	43.38	0.23	54.26	67.29	67.39	71.24
FAM117A	-0.42	25.38	-0.18	40.16	-0.21	36.29	0.01	49.88	-0.59	19.35	-0.36	30.17	-0.43	24.51	-0.22	39.22	NA	NA	19.30	20.16	29.56
FAM134C	-0.66	14.11	-0.8	12.33	0.27	67.17	-0.28	28.77	-0.45	25.49	-0.51	21.17	0.41	75.34	-0.69	14.27	NA	NA	19.69	26.96	17.26
FAM18B1	0.32	76.46	0.08	59.76	-0.15	39.69	0.1	58.27	0.16	64.82	0.4	79.08	0.17	62.87	0.33	75.84	NA	NA	57.19	52.17	67.31
FAM18B2	0.89	89.69	0.66	84.44	0.29	68.02	1.24	96.16	0.68	84.67	0.78	88.15	0.01	51.24	0.52	81.96	NA	NA	80.94	62.03	68.01
FAM18B2-CDRT4	-0.08	52.75	0.1	61.28	0.62	82.18	0.41	79.62	-0.16	43.78	-0.09	53.45	0.02	53.09	-0.15	45.89	NA	NA	77.90	68.10	71.27
FAM195B	0.1	66.58	0.12	62.38	0.37	72.43	0.32	75.44	0.11	62.04	0.08	66.94	0.16	62.02	0.1	65.33	NA	NA	NA	NA	NA
FAM20A	0.13	68.41	-0.36	29.31	0.48	77.13	-0.6	14.7	0.03	57.07	0.61	84.96	-0.54	20.16	0.01	58.91	NA	NA	82.98	88.51	86.81
FAM211A	0.65	85.7	0.93	89.66	0.77	86.28	1.45	97.28	0.53	80.7	0.4	79.08	0.57	81.68	0.89	89.38	NA	NA	82.21	82.98	80.01
FAM222B	-0.64	15.22	-0.53	20.7	-0.96	10.13	-0.53	16.97	-0.58	19.72	-0.6	17.16	-0.48	22.63	-0.25	36.93	NA	NA	50.81	53.92	39.31
FAM57A	-0.32	32.09	-0.52	21.2	-0.22	35.82	-0.17	36.22	-0.42	26.73	-0.26	38.17	0.04	53.75	-0.3	33.66	NA	NA	36.30	62.59	33.09
FAM64A	-0.35	30.1	-0.32	31.69	-0.15	39.85	0.09	57.11	-0.11	46.94	-0.3	34.73	-0.3	31.21	-0.36	29.59	NA	NA	29.02	32.35	31.28
FAM83G	-0.87	8.82	-0.04	50.52	-0.3	31.2	-0.13	37.99	0.62	82.92	-0.21	40.15	-0.14	40.9	-1.36	3.79	NA	NA	26.90	12.30	45.83
FASN	-4.11	0.09	-3.39	0.38	-3.43	0.57	-3.72	0.17	-3.24	0.34	-3.86	0.11	-3.3	0.46	-4.55	0.06	NA	NA	1.28	1.84	4.39
FBF1	-0.11	48.84	-0.69	14.84	0.11	56.99	-0.88	8.74	0.25	69.09	0.42	79.09	-0.12	42.06	0.01	58.94	NA	NA	88.59	96.95	96.63
FBXL20	-0.2	40.89	-0.1	46.49	-0.18	37.67	-0.03	46.77	0.16	64.82	-0.13	49.82	-0.36	27.99	-0.24	38.27	-0.86	16.02	29.08	41.80	22.68
FBXO39	0.96	90.49	1.35	94.4	1.21	93.41	-0.02	47.36	1.8	96.71	1.35	94.31	0.22	66.02	1.11	92.07	NA	NA	93.68	82.66	88.35
FBXO47	0.39	78.96	0.28	71.41	0.19	62.35	-0.3	27.45	0.44	77.82	0.63	85.37	0.54	80.6	-0.06	52.06	NA	NA	90.68	92.71	87.58
FBXW10	1.25	93.45	1.27	93.65	1.46	95.77	1.38	96.97	1.86	96.95	1.44	94.77	1.33	94.32	0.95	90.17	NA	NA	97.81	96.77	97.65
FDXR	0.17	70.03	0.54	81.07	0.89	88.94	-0.17	35.54	-0.15	43.9	-0.51	20.46	0.94	89.85	1.01	90.95	NA	NA	97.83	97.18	98.43
FGF11	-0.23	38.75	-0.38	27.42	-0.12	41.71	-0.06	44.03	-0.46	24.98	-0.28	36.38	-0.41	25.66	-0.27	35.97	-0.35	29.52	48.32	48.49	45.38
FKBP10	-0.68	13.39	-0.75	13.71	-1.23	6.64	-0.78	10.44	0.33	73.08	-0.45	23.73	-1.33	5.32	-0.41	26.19	NA	NA	11.51	9.48	9.16
FLCN	-0.5	20.75	-0.2	39.17	0.17	60.88	-0.27	28.9	-0.36	29.5	-0.41	26.29	-0.6	18.1	-0.64	15.79	NA	NA	37.38	40.80	45.59
FLII	-1.96	1.24	-2.94	0.55	-2.06	2.09	-1.98	1.58	-2.09	1.51	-1.74	1.57	-2.17	1.75	-2.51	0.68	NA	NA	19.66	8.92	19.77
FLOT2	-0.41	26.34	-0.18	40.16	-0.31	30.62	-0.28	28.4	-0.31	33.16	0.1	67.67	0.04	53.75	0.09	64.59	NA	NA	23.81	43.41	14.50
FMNL1	-0.99	6.79	-1.06	7.48	0.07	54.36	-0.37	23.36	-0.81	12.54	-0.74	11.96	-1.7	3.13	-1.03	6.9	NA	NA	17.07	15.93	7.45
FN3K	-0.39	27.26	-0.14	43.57	-0.27	32.83	0.04	52.78	-0.28	35.31	-0.41	27.43	-0.11	43.42	-0.39	27.64	NA	NA	45.66	35.24	64.33
FN3KRP	0.22	72.1	0.02	55.61	0.72	85.12	0.37	77.83	0.31	72.39	0.55	83.48	0.36	73.21	-0.34	30.52	NA	NA	74.89	85.98	41.17
FNDC8	0.23	72.66	-0.22	37.43	0.04	52.15	-0.21	32.96	0.34	73.83	0.04	63.43	-0.47	22.9	0.37	77.3	NA	NA	46.15	59.92	62.30
FOXK2	-0.54	18.6	-0.42	25.84	-0.54	20.44	-0.52	17.32	-0.26	35.66	-0.53	19.06	-0.52	20.92	-0.68	14.44	NA	NA	54.71	36.43	79.86
FOXN1	0	59.41	-0.22	37.7	-0.47	23.18	-0.37	23.44	-0.89	10.43	0.31	75.36	0.78	86.89	-0.32	32.05	NA	NA	88.87	70.05	75.22
FTSJ3	0.03	61.83	0.07	59.16	0.19	62.5	-0.63	13.79	-0.32	31.58	0.15	69.09	-0.27	32.51	0.71	86.33	NA	NA	18.59	24.02	26.16
FXR2	-0.65	14.67	-0.53	20.7	-0.71	15.46	0.03	51.43	0.11	61.7	-0.64	15.52	-0.08	44.23	-0.69	14.27	NA	NA	28.58	43.91	23.14
FZD2	-0.31	33.12	0.48	79.25	-0.03	47.58	0.43	80.62	-0.08	49.36	-0.28	36.38	0.29	70.07	-0.45	24.32	NA	NA	43.52	22.79	19.50
G6PC	-0.45	23.72	-0.74	13.94	-0.43	24.86	-0.33	25.66	-0.55	21.03	-0.57	18.09	-0.36	27.99	-0.24	38.27	NA	NA	39.41	48.25	42.78
G6PC3	0.52	82.59	0.22	68.13	0.41	73.93	-0.17	36.22	-0.36	30.26	-0.21	41.76	0.24	67.53	0.29	74.24	NA	NA	34.77	27.56	18.29
GAA	0.56	83.34	-1.16	6.1	-0.48	22.76	-1.64	2.5	-0.62	18.14	0.59	84.12	-0.37	27.11	-0.62	16.4	NA	NA	76.51	83.20	84.44
GABARAP	0.08	65.66	0.1	60.96	0.04	52.36	0.3	74.46	0.15	63.94	0.1	67.97	0.11	58.99	0.07	63.34	NA	NA	50.74	48.29	56.77
GALK1	-0.65	14.67	-0.84	11.18	-0.56	19.7	-0.55	16.35	-0.81	12.54	-0.74	11.96	-0.74	14.34	-0.48	22.63	NA	NA	60.54	55.22	58.46
GALR2	-0.33	31.07	1.17	92.7	0.91	89.28	1.26	96.24	0.98	90.41	-0.09	53.45	0.99	90.68	-0.25	36.93	NA	NA	80.69	78.96	66.97
GAS2L2	-0.02	57.05	0.19	66.58	1.51	96.11	-0.49	18.35	-0.58	19.4	0.61	84.57	0.77	86.83	0.96	90.18	NA	NA	95.87	95.43	96.19
GAS7	-0.49	21.37	-0.54	20.54	-0.55	20.08	-0.08	42.99	-0.25	37.42	-0.38	28.74	-0.77	13.44	-0.66	15.3	NA	NA	6.85	7.31	7.02
GAST	0.37	78.1	0.39	75.87	0.11	57.36	0.44	81.08	0.63	83.48	-0.07	55.41	0.12	59.86	0.3	74.67	1.12	91.14	65.04	54.95	64.54
GCGR	-0.33	31.07	0.19	67.03	1.2	93.32	-0.18	35	0.37	74.91	0.29	75.26	0.15	61.42	-0.15	44.42	NA	NA	NA	NA	NA
GDPD1	-0.1	49.88	-0.19	39.68	-0.34	29.25	0.09	56.76	-0.22	39.02	-0.13	49.82	-0.03	48.73	-0.02	56.24	-1.33	9.27	26.84	22.53	20.85
GEMIN4	2.82	98.89	3.4	99.45	1.68	96.92	1.86	98.46	2.32	98.21	2.41	98.16	1.75	96.92	3.02	99.02	NA	NA	96.69	98.70	98.32
GFAP	1.23	93.26	0.62	83.47	0.22	64.57	0.68	88.59	1.16	92.4	2.24	97.74	0.66	84.2	0.31	74.98	NA	NA	49.90	56.58	85.95
GGA3	-1.2	4.56	-0.64	16.71	-0.35	28.87	-0.32	26.16	-0.1	47	-1.25	3.97	-0.74	14.05	-1.12	6.01	NA	NA	41.99	33.17	38.61
GGNBP2	-0.58	17.32	-0.93	9.47	-0.65	16.9	-0.48	18.72	-0.69	15.81	-0.43	25.96	-1.02	8.89	-0.66	15.3	NA	NA	21.58	19.14	13.05
GGT6	0.89	89.56	0.51	80.24	-0.3	31.15	0.47	82.18	1.15	92.29	1.95	96.98	0.27	69.18	0.22	71.49	NA	NA	87.98	79.71	83.25
GH1	0.26	73.95	0.31	72.6	0.26	66.78	-0.18	35.31	-0.1	47.36	0	59.84	0.3	70.34	0.56	82.76	NA	NA	74.98	81.86	93.71
GH2	-0.07	53.25	0.71	85.63	0.36	71.97	0.81	91.33	0.03	57.07	-0.45	24.65	0.24	67.53	0.29	74.24	NA	NA	66.39	65.63	69.16
GHDC	0.17	70.21	0.2	67.3	0.46	76.2	-0.26	29.85	0.21	67.45	0.48	81.73	1	90.88	-0.01	56.62	NA	NA	57.35	67.34	66.01
GIP	0.14	68.71	0.53	80.73	0.2	62.79	-0.11	39.74	0.09	60.89	0.36	77.59	0.38	74.58	0.77	87.44	NA	NA	71.89	64.74	62.12
GIT1	-0.88	8.72	-1.4	4.19	-2.23	1.71	-0.82	9.86	-1.39	4.24	-0.87	8.82	-1.39	4.76	-0.9	9.1	NA	NA	4.87	5.12	6.70
GJC1	-0.22	39.8	-0.12	44.89	-0.37	27.8	0.24	70.23	0.02	56.56	-0.21	41.76	-0.41	25.66	-0.27	35.97	-1.79	5.58	29.55	32.87	31.77
GLOD4	-0.12	47.71	-0.14	43.77	-0.24	34.5	-0.43	20.77	0.38	75.31	0.06	64.99	-0.14	40.84	-0.57	18.55	NA	NA	67.13	69.52	51.97
GLP2R	0.74	87.3	1.02	91.05	0.31	69.56	0.01	50.18	0.19	66.02	-0.3	33.53	-0.1	43.54	1.52	95.15	NA	NA	77.98	57.67	58.64
GNA13	0.16	69.92	0.08	60.09	-0.16	39.3	0.21	67.55	-0.18	42.09	-0.34	31.62	-0.07	46.14	0.18	69.93	-1.76	5.72	50.12	39.93	52.72
GNGT2	0.85	89.1	0.5	79.79	0.32	69.68	0.81	91.42	0.36	74.41	0.53	83.06	0.55	80.99	0.81	88.06	0.39	62.06	72.96	66.38	73.97
GOSR1	-0.15	45.9	-0.03	51.4	-0.17	38.56	0.02	50.88	-0.32	32.45	-0.19	43.65	0.21	65.81	-0.02	56.24	-0.72	18.76	38.12	25.94	49.14
GOSR2	0.59	84.31	0.35	74.18	0.75	85.86	0.22	68.79	1.16	92.48	0.84	89.23	0.62	83.04	0.15	68.34	NA	NA	72.15	54.80	61.92
GP1BA	-0.6	16.37	0.14	63.62	-0.41	26.11	1.05	94.62	-0.8	12.7	-0.45	23.73	0.28	69.7	0.45	79.94	NA	NA	59.94	38.90	11.02
GPATCH8	-1.07	5.82	-0.74	13.79	0.44	75.28	0.3	74.18	-1.08	7.44	-0.57	17.28	-0.76	13.52	-1.85	1.75	NA	NA	15.73	10.30	44.79
GPR142	-0.98	6.89	-0.21	37.74	1.7	97.03	0.02	50.93	0.93	89.66	-1.32	3.48	-0.7	15.18	-0.95	8.17	NA	NA	92.52	95.81	98.51
GPR179	1.08	91.81	2.77	99	1.46	95.7	1.19	95.73	1.58	95.54	-0.66	14.01	3.56	99.66	0.88	89.21	NA	NA	99.28	99.69	98.13
GPRC5C	-1.01	6.52	-0.99	8.6	-0.56	19.79	-0.59	14.99	0.59	82.13	-0.77	11.03	-1.26	5.82	-0.68	14.44	NA	NA	78.76	75.54	68.39
GPS1	-0.88	8.72	-0.89	10.43	-1.79	2.94	-0.82	9.86	-1.23	5.84	-0.77	11.38	-0.95	10.01	-0.93	8.57	NA	NA	6.81	17.78	11.06
GPS2	-0.29	34.06	-0.49	22.09	-0.86	11.86	-0.15	37.38	-0.56	20.63	-0.34	31.62	-0.41	25.66	-0.27	35.97	NA	NA	15.38	17.60	11.32
GRB2	-0.06	54.08	-0.12	44.54	-0.36	28.24	0.14	61.38	-0.12	46.17	-0.07	55.41	-0.13	42.03	-0.08	50.87	-3.31	0.93	40.61	36.80	38.22
GRB7	-1.21	4.47	0.07	59.16	-0.1	42.92	0.24	69.88	-1	8.58	-1.1	5.36	-0.38	26.85	-0.2	40.81	NA	NA	73.88	65.86	70.94
GRN	-0.41	25.5	-0.46	23.66	-1.05	8.74	-0.66	12.95	-1.04	8.13	-1.13	5.16	0.3	70.15	-0.47	22.92	NA	NA	49.86	18.61	49.58
GSDMA	0.81	88.62	0.4	76.41	-0.07	45.01	-0.19	34.34	0.47	78.39	1.23	93.39	0.17	63.02	1.47	94.89	NA	NA	86.92	89.04	80.18
GSDMB	1.41	94.54	1.18	92.75	1.62	96.69	0.89	92.76	2.1	97.72	1.54	95.43	1.64	96.36	0.7	86.03	NA	NA	83.86	75.66	86.01
GSG2	0.14	68.87	0.16	64.92	0.22	64.61	-0.78	10.44	0.17	64.89	0.51	82.12	0.97	90.43	0.42	78.99	NA	NA	86.02	80.77	87.57
GUCY2D	-0.43	24.48	-1.37	4.51	-1.54	4.22	-1.16	5.5	-0.6	18.54	-0.51	20.25	-1.24	6.05	-0.6	17.37	NA	NA	7.65	5.44	11.67
H3F3B	-0.1	49.88	-0.21	38.28	-0.48	22.65	0.07	55.44	-0.26	36.72	-0.15	47.68	-0.08	45.18	-0.05	53.64	-5.45	0.02	53.17	43.71	46.00
HAP1	2.97	99.05	1.87	97.21	1.37	95.06	1.46	97.35	1.75	96.5	2.67	98.53	1.93	97.61	2.02	97.17	NA	NA	95.16	92.47	95.22
HDAC5	-0.6	16.25	-1.28	5.17	-1.58	3.93	-0.89	8.58	-1.61	3.03	-0.96	7.06	-0.93	10.25	-0.47	22.92	NA	NA	9.55	4.90	9.46
HEATR6	-0.76	11.31	-0.99	8.63	-0.28	32.52	-0.77	10.53	-1.06	7.66	-0.85	8.94	-0.36	27.4	-0.12	47.07	NA	NA	30.64	18.40	14.15
HELZ	-0.49	21.41	-1.21	5.71	-0.68	16.18	-0.36	23.96	-0.87	10.93	-0.15	45.69	-1.05	8.45	-0.86	9.77	NA	NA	6.09	4.15	3.90
HEXDC	-0.8	10.41	0.56	81.71	-0.54	20.77	0.53	84.25	0.34	73.54	-0.68	13.38	0.1	57.88	-0.05	53.8	NA	NA	52.24	93.69	90.29
HEXIM1	-0.2	40.89	-0.12	44.89	0.25	66.18	-0.03	46.77	-0.36	30.26	-0.21	41.76	-0.16	39.78	-0.27	35.97	-0.7	19.21	23.37	30.38	36.49
HEXIM2	-0.33	31.07	-0.01	53.51	-0.11	42.29	0.11	58.69	-0.62	18.12	-0.38	28.74	0.33	71.95	0.5	81.42	NA	NA	29.59	25.08	40.86
HGS	-0.74	11.62	-1.5	3.6	-1.4	5.3	-1.64	2.56	-1.19	6.09	-0.93	7.43	-2.25	1.57	-1.16	5.38	NA	NA	5.75	6.52	9.52
HIGD1B	0.63	85.37	0.42	76.81	0	49.71	0.27	72.76	0.47	78.73	0.89	89.79	0.33	71.95	0.5	81.42	NA	NA	76.71	63.43	77.81
HLF	-0.19	42.14	-0.32	31.46	0	49.71	-0.01	48.28	-0.26	36.72	-0.15	47.68	-0.31	30.41	-0.21	40.71	-0.67	20.02	20.95	17.04	27.04
HN1	0.31	75.87	0.53	80.58	0.1	56.32	0.93	93.29	0.5	79.81	0.38	78.32	0.46	77.54	-0.02	56.24	NA	NA	73.84	61.65	83.89
HNF1B	-0.33	31.07	-0.54	20.26	0.76	86.1	-0.18	35	-0.08	49.36	-0.28	36.38	-0.4	26.25	-0.42	25.91	NA	NA	57.38	37.29	54.65
HOXB1	0.49	81.82	0.19	67.03	-0.11	42.29	0.11	58.69	-0.21	39.76	0.17	70.35	0.43	76.7	0.41	78.67	NA	NA	61.85	33.31	55.39
HOXB13	-0.19	42.14	-0.07	48.12	-0.14	40.22	0.27	72.76	0.09	60.89	-0.17	45.6	-0.36	27.99	-0.24	38.27	-1.25	10.25	38.05	25.60	30.30
HOXB2	-0.51	20.54	-0.09	46.92	0.86	88.51	0.19	66.37	-0.1	47.36	-0.53	20.14	0.15	61.42	0.23	71.94	NA	NA	61.34	68.56	78.17
HOXB3	-0.04	56.02	-0.23	37.32	-0.43	24.86	-0.32	26.55	-0.31	33.16	0.1	67.67	0.14	61	0.38	77.69	NA	NA	28.15	17.64	24.06
HOXB4	-0.1	49.88	0.3	72.01	-0.05	46.23	0.37	78.18	0.29	71.41	-0.05	57.34	0.02	53.09	-0.15	45.89	0.51	68.74	53.47	58.39	63.47
HOXB5	-0.16	44.62	-0.27	33.97	-0.5	22.06	0.02	50.88	-0.32	32.45	-0.19	43.65	-0.17	38.94	-0.12	48.49	-0.68	19.72	28.76	29.45	22.38
HOXB8	0.34	76.98	0.35	73.97	-0.11	42.1	0.12	59.81	-0.12	46.17	-0.07	55.41	0.27	69.07	0.24	72.41	-2.28	3.01	43.67	43.30	34.14
HOXB9	-0.13	47.18	0.01	54.95	0.02	50.77	0.05	53.89	NA	NA	NA	NA	NA	NA	NA	NA	1.07	89.95	81.15	65.57	70.73
HSD17B1	-0.39	27.26	-0.14	43.57	0.02	50.93	-0.25	30.64	0.27	70.41	-0.3	34.73	-0.39	26.72	-0.57	18.55	NA	NA	23.81	31.03	54.08
HSF5	0.38	78.46	0.02	55.45	0	49.79	-0.03	47.18	0.41	76.62	0.61	84.96	0.14	61	0	57.39	NA	NA	78.30	62.11	77.19
HSPB9	0.99	90.88	0.57	81.99	0.13	58.55	0.5	83.25	0.09	60.89	0.36	77.59	0.63	83.41	1.15	92.56	NA	NA	82.69	78.12	78.07
ICAM2	0.12	68.07	-0.23	37.11	0.16	60.17	-0.13	38.52	-0.46	24.98	-0.28	36.38	-0.06	46.82	0.03	60.12	0.65	74.88	64.40	86.55	67.45
ICT1	0.62	85.01	0.64	83.78	0.54	79.49	0.83	91.9	0.47	78.73	0.36	77.59	0.43	76.7	0.8	87.96	NA	NA	66.53	74.21	61.51
IFI35	0.25	73.32	0.31	72.6	0.08	54.9	0.69	88.95	0.38	75.31	0.59	84.51	0.02	52.47	-0.01	56.62	NA	NA	90.84	91.46	89.45
IFT20	-0.05	55.48	-0.1	46.2	0.11	57.36	0.15	62.8	0.01	55.83	0.02	62.73	0.12	59.86	-0.08	50.87	-0.78	17.48	54.67	52.73	55.66
IGF2BP1	-0.38	28.24	-0.38	27.69	-0.52	21.31	-0.25	30.64	-0.35	30.95	0.08	66.58	-0.16	39.78	-0.27	35.97	NA	NA	10.99	12.19	9.75
IKZF3	-0.11	49.14	-0.34	30.56	-0.2	36.82	-0.4	22.2	-0.2	40.2	-0.07	54.03	0.05	54.3	-0.45	24.32	NA	NA	32.42	19.03	28.23
INCA1	0.09	66.37	0.22	68.13	0.07	54.81	0.41	79.88	0.2	67.14	0.19	71.2	-0.01	50.36	0.06	62.42	NA	NA	48.72	65.79	43.43
INPP5K	-0.82	9.94	-0.07	48.78	-0.17	38.33	-0.75	11.05	-1.06	7.87	-0.66	14.79	-0.39	26.38	-0.05	53.8	NA	NA	53.27	71.85	37.64
INTS2	-0.87	9.02	-0.62	17.36	-0.29	31.64	-0.8	10.11	-1.08	7.54	-0.91	7.92	-0.28	32.19	0.11	65.89	NA	NA	10.10	6.42	2.77
