GENE	ALL_0.1%	%ALL_0.1%	%OEratio	%ExAC_0.05%popn	OEratio-percentile[ExAC]	LoF-FDR[ExAC]	ExAC_v2_0.05%popn	%ExAC_v2_0.05%popn	Edge Case (ExAC_v2)	OEratio-percentile[ExAC_v2]
SGPL1	-0.29	33.34	NA	8.13	29.6515	0.01730181	-0.3476	33.6755	N	21.8144
SGPP1	-0.36	28.93	NA	37.82	26.9303	0.2264461	-0.5123	27.0772	N	38.1173
SGPP2	-0.6	17.91	NA	33.07	64.6294	0.6533393	-0.0765	45.8162	N	32.5653
SGSH	0.34	73.7	NA	92.93	63.9823	0.5479493	1.4356	93.1281	N	99.4211
SGSM1	-0.7	14.83	NA	16.78	27.1571	1.75E-05	-0.9369	14.6041	N	25.8438
SGSM2	-0.74	13.8	NA	63.37	47.2235	0.06186254	0.5984	75.2297	N	67.8863
SGSM3	-2.45	1.01	NA	3.7	33.8164	0.08059156	-1.5374	5.7380	N	32.9068
SGTA	-0.67	15.76	NA	24.07	22.1350	0.09789506	-0.6446	22.6100	N	10.0446
SGTB	-0.03	51.4	Y	43.36	21.1781	0.007251759	-0.0830	45.5230	Y	19.7765
SH2B1	-0.24	36.17	NA	10.81	54.7013	0.000864366	-0.7844	18.5435	N	69.6231
SH2B2	NA	NA	NA	NA	74.1316	0.7760417	NA	NA	NA	NA
SH2B3	NA	NA	NA	49.62	97.8208	0.5148695	0.0471	51.7009	N	87.9465
SH2D1A	0.06	58	Y	51.92	11.3827	0.9285184	0.0506	53.9185	Y	41.0988
SH2D1B	0.37	74.95	Y	75.32	75.8960	0.2738827	0.3018	63.5386	Y	30.4116
SH2D2A	0.53	80.82	NA	60.74	84.7290	0.7366165	0.3639	66.2072	N	86.3660
SH2D3A	1.51	95.47	NA	96.94	63.9436	0.7495744	1.7380	95.4936	N	89.6833
SH2D3C	-0.64	16.71	NA	63.03	37.1073	0.2046309	-0.1349	42.9912	N	28.0380
SH2D4A	0.69	85.24	NA	23.08	77.6604	0.363266	-0.1886	40.5181	N	78.3419
SH2D4B	1.33	94.21	NA	88.24	56.6980	0.5768857	0.7540	80.4106	N	76.2520
SH2D5	-0.38	28.01	NA	58.68	43.4900	0.2158018	0.2681	62.0430	N	36.2878
SH2D6	0.46	78.28	NA	88.58	77.9369	0.8414207	NA	NA	NA	NA
SH2D7	0.33	73.54	NA	94.74	49.7511	0.1751278	0.9704	85.6403	N	63.6022
SH3BGR	1.3	93.95	NA	87.08	85.0387	0.755801	0.7175	79.3548	N	46.7029
SH3BGRL	0.01	54.63	Y	46.01	15.5088	0.4910713	-0.1075	44.3574	Y	14.0103
SH3BGRL2	0.15	64.11	Y	52.73	77.9038	0.9864141	0.1353	56.0508	Y	93.8285
SH3BGRL3	0.04	56.25	Y	70.15	46.3053	0.1380353	0.4345	69.1007	Y	31.8474
SH3BP1	0.47	78.74	NA	43.27	35.4867	0.047833	-0.1540	42.1017	N	20.5986
SH3BP2	-0.84	11.45	NA	60.18	47.1405	0.1402509	0.0905	53.9101	N	58.5133
SH3BP4	-0.72	14.28	NA	69.98	51.8142	0.01987913	-0.2672	37.1359	N	47.1545
SH3BP5	0.31	72.6	NA	15.58	19.8507	0.1519897	-0.8290	17.4096	N	29.5837
SH3BP5L	-0.74	13.94	NA	12.97	35.7909	0.1669054	-0.2617	37.3900	N	22.6886
SH3D19	-0.09	47.12	NA	70.05	57.7434	0.000068389	0.2955	63.2551	N	52.7065
SH3D21	0.51	80.3	NA	NA	87.4668	0.1146565	-0.1023	44.6041	N	88.9654
SH3GL1	-1.02	8	NA	24.73	7.9314	0.04486201	-0.5100	27.1750	N	7.2599
SH3GL2	-0.49	22.36	NA	28.5	8.1692	0.001936996	-0.6933	21.1632	N	13.4140
SH3GL3	0.28	71.27	NA	24.12	23.5177	0.4108087	-0.5849	24.5455	N	24.8422
SH3GLB1	-0.32	31.46	Y	16.06	15.8518	0.05532623	-0.5918	24.3011	N	28.9238
SH3GLB2	0.17	65.96	NA	45.05	20.7633	0.07618582	-0.1233	43.5679	N	12.9335
SH3KBP1	-0.42	25.64	NA	9.91	10.4148	0.000154289	-0.5977	19.2790	N	7.6825
SH3PXD2A	-1.83	2.12	NA	78.06	43.6062	0.001481843	0.2386	60.7625	N	33.3468
SH3PXD2B	-0.28	33.57	NA	56.87	71.0675	0.009860956	0.4656	70.4594	N	73.6178
SH3RF1	-0.57	18.96	NA	15.67	46.9303	0.02555922	-0.4030	31.3490	N	70.9662
SH3RF2	-0.15	42.32	NA	73.3	56.7644	0.7011721	0.0955	54.1349	N	69.8778
SH3RF3	NA	NA	NA	NA	37.3341	0.002244892	0.1149	55.0635	N	36.9131
SH3TC1	1.02	90.88	NA	99.8	79.7456	0.9051839	4.6933	99.7263	N	83.5466
SH3TC2	0.02	55.23	NA	79.61	68.5398	0.09832795	0.6889	78.3675	N	65.2984
SH3YL1	0.13	63	Y	81.45	94.8507	0.7509835	0.8187	82.1603	N	79.9919
SHANK1	NA	NA	NA	NA	23.8385	8.77E-08	-1.7858	4.1153	N	16.9860
SHANK2	NA	NA	NA	NA	32.3396	6.81E-10	-2.3739	2.0332	N	37.2373
SHANK3	NA	NA	NA	NA	7.7323	3.40E-05	NA	NA	NA	NA
SHARPIN	0.11	61.91	NA	87.19	42.1018	0.2895468	0.8252	82.3558	N	81.0108
SHB	NA	NA	NA	NA	84.0265	0.05529216	-0.4936	27.8104	N	78.7182
SHBG	0.13	63.36	NA	47.26	45.7743	0.320313	0.0487	51.7693	N	88.6123
SHC1	-0.18	40.36	NA	21.27	37.3617	0.05095437	-0.2255	38.9736	N	30.4406
SHC2	NA	NA	NA	90.11	90.1383	0.7806529	1.5360	94.0469	N	97.5279
SHC3	0.09	60.47	NA	13.41	55.4314	0.2282141	-0.4856	28.1134	N	67.1684
SHC4	-0.71	14.67	NA	28.68	77.5166	0.128961	-0.5164	26.9208	N	84.3281
SHCBP1	-0.49	22.65	NA	68.48	73.6117	0.3832742	0.3160	64.1251	N	68.6273
SHCBP1L	0.35	74.58	NA	89.11	96.8363	0.9484736	0.7491	80.2835	N	96.7464
SHD	0.15	64.74	NA	56.89	67.5996	0.7994255	0.0700	52.8641	N	65.8253
SHE	-0.2	38.82	NA	15.97	66.8086	0.0343064	-0.2092	39.6872	N	51.1376
SHF	0.09	60.57	NA	69.91	63.5564	0.1604968	0.4221	68.5630	N	69.0268
SHH	NA	NA	NA	23.42	19.4967	0.2057348	-0.3252	34.6237	Y	4.3768
SHISA2	NA	NA	NA	84.54	83.4126	0.3002447	0.4140	68.2405	N	86.8176
SHISA3	-0.41	26.23	Y	41.55	89.5741	0.8527152	0.0452	51.6325	Y	82.4119
SHISA4	0.57	81.89	NA	72.1	87.7987	0.9130343	0.3444	65.3568	Y	44.0109
SHISA5	-0.2	38.82	NA	81.13	82.7434	0.9762993	0.6304	76.3832	N	67.2553
SHISA6	0.57	81.89	NA	NA	NA	NA	NA	NA	NA	NA
SHISA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHISA9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHKBP1	-1.17	6.03	NA	31.27	25.0774	0.1609967	0.0278	50.8113	N	48.7466
SHMT1	0.22	68.38	NA	39.32	39.1482	0.5746901	-0.4248	30.5279	N	73.8667
SHMT2	-0.11	45.26	NA	34.18	20.4148	0.1038902	-0.3050	35.5034	N	55.8444
SHOC2	-0.18	39.95	Y	22.97	9.4635	0.002739081	-0.6549	22.2776	N	5.6041
SHOX	NA	NA	NA	26.92	36.4104	0.2149977	-0.4906	23.9812	N	76.9814
SHOX2	-0.41	26.23	Y	13.7	74.0487	0.3825823	-0.8526	16.8524	N	76.2288
SHPK	-0.4	26.93	NA	49.5	71.2058	0.5810601	-0.1928	40.3519	N	74.3125
SHPRH	-1.06	7.58	NA	1.83	24.4524	1.72E-08	-2.1921	2.4633	N	19.5971
SHQ1	0.89	89.19	NA	77.83	89.3031	0.5209801	0.3685	66.4125	N	75.1925
SHROOM1	-1.24	5.41	NA	21.21	91.1394	0.3347783	-0.5833	24.5943	N	79.6735
SHROOM2	1.53	95.54	NA	97.93	49.7732	0.01005897	4.8639	99.8433	N	47.2529
SHROOM3	1.4	94.73	NA	93.05	65.1217	1.26E-05	0.5168	72.3558	N	56.4002
SHROOM4	1.07	91.71	NA	99.7	47.2788	5.70E-07	4.1608	99.3730	N	30.5158
SHTN1	-0.45	24	Y	14.38	19.0210	0.001090552	-0.8731	16.4027	N	14.4850
SI	0.67	84.62	NA	2	67.9535	0.01626786	-1.3023	8.2405	N	61.1764
SIAE	0.38	75.58	NA	88.36	72.2456	0.7462669	0.8602	83.2063	N	59.0864
SIAH1	0.13	62.74	Y	54.36	0.8960	0.03175871	-0.0046	49.2375	Y	5.6331
SIAH2	-0.16	41.25	Y	25.11	14.5354	0.6195549	-0.4648	28.8661	Y	7.4857
SIAH3	-0.38	27.42	Y	12.6	91.1449	0.8883264	-0.9397	14.5259	N	86.7771
SIDT1	-0.92	9.78	NA	86.59	91.9690	0.7209726	1.1839	89.7361	N	74.0751
SIDT2	-0.04	50.54	NA	41.4	13.7666	0.03686362	-0.2608	37.4291	N	15.4403
SIGIRR	0.06	58.85	NA	85.42	60.9347	0.2874543	1.2169	90.1760	N	98.8942
SIGLEC1	-1.81	2.19	NA	23.84	73.1250	0.8165862	0.1114	54.8680	N	62.2301
SIGLEC10	-0.24	36.31	NA	82.98	54.4635	0.198544	0.5005	71.7693	N	40.7225
SIGLEC11	0.85	88.48	NA	95.66	76.6206	0.8340666	1.9967	96.9892	N	88.7860
SIGLEC12	2.34	98.4	NA	97.77	67.0852	0.4240702	1.6232	94.7801	N	67.7416
SIGLEC14	NA	NA	NA	83.19	96.6869	0.7435663	0.2444	61.0264	N	97.1285
SIGLEC15	NA	NA	NA	NA	87.3894	1	0.4813	70.9873	Y	98.9058
SIGLEC5	0.55	81.6	NA	63.38	75.1770	0.608813	0.9431	84.8974	N	73.3631
SIGLEC6	1.51	95.45	NA	86.05	85.3540	0.143005	0.7507	80.3128	N	81.2308
SIGLEC7	-0.6	18.06	NA	70.61	58.0088	0.418851	0.2479	61.2023	N	70.1094
SIGLEC8	0.6	82.83	NA	92.21	66.3108	0.1054039	0.1764	57.9863	N	72.2457
SIGLEC9	1.09	91.87	NA	82.97	45.6858	0.4965298	0.6894	78.4066	N	70.6710
SIGLECL1	0.04	56.92	Y	70.03	40.2876	0.7786481	0.2091	59.4526	Y	57.8359
SIGMAR1	0.08	59.76	Y	40.83	24.6460	0.7249612	-0.0016	49.3842	Y	35.0258
SIK1	-0.26	34.93	NA	67.15	31.0011	0.000254574	0.3700	66.4809	N	20.9865
SIK2	-0.42	25.79	NA	10.66	29.4635	1.22E-05	-1.1918	9.8240	N	21.5481
SIK3	-0.99	8.6	NA	10.45	18.6560	4.40E-07	-0.9981	13.2649	N	29.1380
SIKE1	-0.23	36.86	Y	28.24	66.1504	0.4537771	-0.3309	34.3500	Y	76.0609
SIL1	0.42	77.23	NA	74.76	43.3850	0.4095631	0.2308	60.4301	N	33.5726
SIM1	-0.82	11.88	NA	7.25	71.9580	2.17E-05	-0.9856	13.4800	N	64.4995
SIM2	-0.2	39.17	NA	16.04	52.7157	0.2003468	-0.2069	39.8143	N	79.3261
SIMC1	-0.58	18.59	NA	75.55	60.1383	0.5699913	1.4034	92.6686	N	71.3020
SIN3A	-1.39	4.27	NA	1.44	5.2046	1.46E-10	-2.4051	1.9550	N	5.6273
SIN3B	-1.37	4.51	NA	4.25	13.1250	0.001002308	-1.2400	9.1398	N	12.2619
SIPA1	-0.08	47.15	NA	74.88	48.2135	0.3809218	0.3370	65.0635	N	67.4637
SIPA1L1	-2.73	0.7	NA	0.77	24.9115	7.82E-13	-2.4093	1.9453	N	18.9776
SIPA1L2	-1.31	4.87	NA	2.13	41.8031	2.89E-10	-2.1792	2.4829	N	39.3446
SIPA1L3	-1.61	2.95	NA	79.48	46.3440	8.38E-08	1.3384	91.9550	N	50.2229
SIRPA	-0.78	13.05	NA	75.66	31.0066	0.2993243	0.3076	63.8221	N	29.3174
SIRPB1	3.22	99.36	NA	97.43	66.5155	0.9641007	1.5641	94.2815	N	45.3714
SIRPB2	1.02	90.92	NA	87.39	50.7854	0.2801271	1.0704	87.5367	N	65.7905
SIRPD	0.06	58.74	NA	85.01	69.3529	0.8716819	0.7601	80.5670	N	89.5502
SIRPG	0.8	87.66	NA	91.54	84.0321	0.7217982	1.4390	93.1574	N	67.0932
SIRT1	0.2	67.19	NA	18.09	41.0951	0.01013286	-0.3434	33.8514	N	38.4183
SIRT2	0.02	55.61	NA	84.68	81.8805	0.5603077	0.3251	64.5259	N	76.3098
SIRT3	0.49	79.46	NA	70.95	93.0918	0.8950378	0.4776	70.8602	N	72.6278
SIRT4	-0.09	46.92	NA	43.75	63.1914	0.9892235	-0.1989	40.1075	N	50.2576
SIRT5	0.33	73.61	NA	81.78	64.5354	0.3034926	0.9990	86.2952	N	87.2691
SIRT6	0.33	73.27	NA	42.94	26.8971	0.2264461	0.1391	56.2659	N	93.1048
SIRT7	-0.12	45.13	NA	25.76	10.9458	0.1302751	0.0289	50.8798	N	16.5866
SIT1	0.31	72.23	NA	68.8	26.6648	0.579931	0.7049	78.9443	N	16.2045
SIVA1	0.35	74.18	NA	57.75	71.4602	0.209174	0.0395	51.3783	N	70.3584
SIX1	-0.3	32.62	Y	29.97	13.4015	0.03340171	-0.4081	31.1535	N	27.5806
SIX2	0.06	58.53	Y	48.99	48.2356	0.09405473	-0.1020	44.6139	N	25.7685
SIX3	0.06	58.26	Y	53.17	7.7710	0.610968	0.0079	49.7947	N	7.8851
SIX4	0.31	72.66	NA	44.64	56.2721	0.04675589	-0.2297	38.7879	N	66.3347
SIX5	NA	NA	NA	NA	33.3407	0.1609903	1.0541	87.2336	N	87.7265
SIX6	0.68	84.93	NA	58.39	30.6803	0.1814735	0.0779	53.2942	N	88.6470
SKA1	0.26	70.26	NA	57.38	33.5619	0.7906869	0.1520	56.8524	Y	22.7986
SKA2	0.19	66.57	Y	44.95	62.4889	0.957847	-0.1769	41.0264	Y	80.1251
SKA3	0.84	88.3	NA	90.08	51.6869	0.7569748	0.4148	68.2600	N	71.5799
SKAP1	0.17	65.76	NA	76.74	65.3263	0.2319368	0.5719	74.3011	N	56.9791
SKAP2	0.17	65.76	NA	64.26	30.8020	0.003987888	-0.1103	44.2131	N	16.2450
SKI	NA	NA	NA	6.76	10.2323	0.004784812	-1.0659	11.7889	N	7.3178
SKIDA1	NA	NA	NA	52	NA	NA	-0.0742	45.9335	N	NA
SKIL	-0.33	30.7	NA	39.85	28.3850	0.001455998	-0.4677	28.7781	N	27.3143
SKIV2L	0.17	64.98	NA	7.75	56.7035	0.6935445	-1.3404	7.7713	N	58.2991
SKIV2L2	-1.15	6.23	NA	9.66	20.9569	0.000677961	-1.4256	6.7155	N	13.1072
SKOR1	NA	NA	NA	29.17	NA	NA	-0.2404	38.3284	N	NA
SKOR2	NA	NA	NA	NA	48.9436	0.3810434	NA	NA	NA	NA
SKP1	0.06	58	Y	44.37	0.2987	0.7339069	-0.1610	41.7595	Y	0.7005
SKP2	-0.69	14.97	NA	16.76	26.2168	0.00079111	-0.5780	24.7703	N	16.6271
SLA	-0.09	46.74	NA	35.77	32.4226	0.01653129	-0.0206	48.4360	N	27.8064
SLA2	0.26	70.26	NA	50.77	36.5542	0.1558118	-0.4381	29.9413	N	68.8936
SLAIN1	-0.32	31.69	NA	46.12	15.8296	0.001603884	-0.1875	40.5572	N	24.3501
SLAIN2	-0.29	32.94	NA	11.83	88.9934	0.02308907	-0.8773	16.3148	N	88.5139
SLAMF1	0.73	86.17	NA	41.7	24.2810	0.1557379	0.0931	54.0274	N	55.2249
SLAMF6	-0.43	25.15	Y	17.02	42.2677	0.06169556	-0.8085	17.9081	N	49.2097
SLAMF7	0.31	72.38	NA	77.69	33.9823	0.3506731	0.4251	68.7195	N	67.6258
SLAMF8	0	53.85	NA	92.98	85.6084	0.5797154	1.3397	91.9648	N	76.6862
SLAMF9	0.82	87.95	NA	56.5	45.6527	0.06506852	0.0490	51.7889	N	47.9303
SLBP	0.06	58.26	Y	32.71	47.0962	0.11964	-0.3537	33.5093	N	41.4867
SLC10A1	-0.89	10.37	NA	72.25	97.4336	1	0.6168	75.9140	N	87.9349
SLC10A2	-0.11	45.57	NA	81.12	96.9912	0.9834999	0.6081	75.5523	N	96.4685
SLC10A3	-0.34	30.37	NA	14.94	28.0642	0.2704376	-1.0657	10.5016	N	9.8651
SLC10A4	NA	NA	NA	41.8	84.4580	0.7209096	-0.4963	27.7224	N	93.4059
SLC10A5	0.95	90.06	NA	68.27	90.7356	0.6088317	0.4860	71.2023	N	76.3620
SLC10A6	0.57	82.08	NA	76.21	92.3285	0.8365085	0.4662	70.4692	N	91.9007
SLC10A7	0.28	71.27	NA	50.23	21.1947	0.2967691	0.1631	57.3998	N	47.8377
SLC11A1	-0.51	21.77	NA	77.62	81.3551	0.8364053	1.0123	86.5689	N	70.9605
SLC11A2	0.31	72.6	NA	30.09	18.2688	0.1357051	-0.5271	26.5396	N	14.6240
SLC12A1	-0.83	11.49	NA	50.11	43.2854	0.03888801	-0.3281	34.4868	N	46.4598
SLC12A2	-1.31	4.88	NA	3.58	38.2356	0.000181883	-1.8463	3.7634	N	32.4205
SLC12A3	-1.62	2.89	NA	16.62	83.6781	0.6909158	0.2721	62.2092	N	78.0582
SLC12A4	-1.92	1.93	NA	3.44	39.7622	0.112997	-1.0612	11.8866	N	60.3254
SLC12A5	-1.37	4.45	NA	2.35	5.3982	3.63E-05	-1.4557	6.3343	N	5.4420
SLC12A6	-1.13	6.51	NA	1.73	13.3241	3.56E-05	-2.0350	3.0108	N	15.2434
SLC12A7	-2.79	0.65	NA	2.75	25.2323	0.4354143	-0.7098	20.7234	N	25.9017
SLC12A8	0.67	84.75	NA	68.7	73.9823	0.6423201	0.4203	68.4946	N	94.8011
SLC12A9	-1.17	6.06	NA	6.71	16.4270	0.5779397	-0.7806	18.6510	N	22.6365
SLC13A1	0.42	77.23	NA	75.37	62.2069	0.4032935	0.3301	64.7507	N	73.7915
SLC13A2	-0.37	28.16	NA	29.5	38.3020	0.4715759	-0.0992	44.7605	N	62.2764
SLC13A3	-0.82	11.88	NA	33.32	42.8761	0.0834229	0.4457	69.6383	N	79.7777
SLC13A4	-0.58	18.72	NA	12.53	21.9248	0.00788968	-0.8963	15.8065	N	25.5196
SLC13A5	-1.4	4.19	NA	6.98	38.4624	0.0347945	-1.0119	13.0205	N	41.2378
SLC14A1	0.55	81.55	NA	88.42	83.0918	0.9786458	0.3392	65.1515	N	96.6364
SLC14A2	0.28	70.78	NA	78.86	76.4215	0.5570556	0.3070	63.7830	N	72.8767
SLC15A1	0.03	55.81	NA	50.77	90.8241	0.06668199	0.2868	62.8446	N	83.5524
SLC15A2	-0.18	40.56	NA	35.12	65.4259	0.2003468	-0.3912	31.8671	N	60.4122
SLC15A3	NA	NA	NA	73.16	88.1139	0.9636875	0.7096	79.0811	N	93.4696
SLC15A4	NA	NA	NA	34.31	72.0465	1	-0.2305	38.7586	N	94.8590
SLC15A5	2.51	98.66	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A1	-0.07	48.35	NA	55.75	17.3230	0.00387104	-0.1594	41.8573	N	15.5850
SLC16A10	-0.05	50.01	NA	30.15	76.2998	0.3707594	-0.4256	30.4888	N	71.8462
SLC16A11	NA	NA	NA	86.75	76.6150	0.5338075	0.9423	84.8778	N	67.8805
SLC16A12	-0.14	43.57	NA	12.87	90.1051	0.4114374	-0.7164	20.4888	N	43.8951
SLC16A13	-0.09	46.92	NA	58.93	86.1726	0.8896723	-0.0042	49.2669	N	84.3513
SLC16A14	-0.49	22.51	NA	49.3	37.5442	0.1163652	-0.0685	46.1584	N	24.7728
SLC16A2	0.1	61.49	NA	45.86	35.7799	0.1119649	-0.2718	35.2665	N	26.2896
SLC16A3	-0.64	16.68	NA	23.54	24.0044	0.1202037	-0.4605	29.0714	N	29.3522
SLC16A4	0.46	78.59	NA	31.78	44.6018	0.1037225	0.0985	54.2424	N	87.1649
SLC16A5	-0.24	36.23	NA	66.15	84.4635	0.6282482	0.4115	68.1329	N	74.7583
SLC16A6	-0.07	48.69	NA	51.75	11.5210	0.2464737	-0.1495	42.2972	N	19.3655
SLC16A7	0.37	75.43	NA	42.32	71.2113	0.1965708	-0.0882	45.2688	N	70.5610
SLC16A8	NA	NA	NA	NA	37.9923	0.684777	1.0978	88.0156	N	92.0107
SLC16A9	0.49	79.38	NA	23.97	42.3617	0.009642604	-0.6967	21.0850	N	51.7629
SLC17A1	0.24	69.37	NA	76.31	81.9303	0.8010021	0.2038	59.2375	N	69.1484
SLC17A2	0.22	68.27	NA	40.37	51.0564	0.1156865	-0.0297	47.9472	N	36.2763
SLC17A3	0.11	62	NA	65.76	84.1372	0.741298	0.3959	67.5464	N	75.7251
SLC17A4	7.61E-05	53.98	NA	67.09	62.8761	0.2865617	0.0654	52.6295	N	69.2352
SLC17A5	0.06	58.85	NA	21.82	80.3153	0.09449555	-0.1209	43.6950	N	77.8035
SLC17A6	-0.22	37.43	NA	7.57	73.5730	0.01363003	-1.2709	8.6706	N	29.0859
SLC17A7	-0.31	31.93	NA	22	4.5299	0.01356669	-0.3887	31.9453	N	5.2683
SLC17A8	-0.96	9.17	NA	10.71	65.8905	0.030126	-0.6442	22.6295	N	66.4100
SLC17A9	0.38	75.58	NA	79.97	21.4491	0.9077575	0.4631	70.3812	N	24.0375
SLC18A1	1.03	91.09	NA	90.21	85.7301	0.5712047	0.9435	84.9169	N	90.3896
SLC18A2	-0.71	14.4	NA	18.97	24.2091	0.003618799	-0.4487	29.5112	N	34.7942
SLC18A3	-0.75	13.58	NA	24.91	56.7699	0.5533033	-0.1129	44.0860	N	60.4990
SLC18B1	-0.11	45.49	NA	27.4	89.3529	0.6597935	-0.0955	44.9560	N	95.8606
SLC19A1	-0.29	33.47	NA	55.3	34.6460	0.2918524	0.2019	59.1496	N	35.1300
SLC19A2	-0.27	34.6	NA	46.5	69.0431	0.2976627	-0.0639	46.3832	N	64.5400
SLC19A3	-0.24	36.17	NA	81.56	97.8263	0.3373341	1.1154	88.3284	N	95.2643
SLC1A1	-0.71	14.67	NA	10.4	63.3573	0.03519867	-0.9210	15.0538	N	52.6544
SLC1A2	-1.29	5.03	NA	9.6	12.3230	0.01656596	-0.7252	20.2639	N	10.6814
SLC1A3	-0.67	15.76	NA	34.43	33.0863	0.03273134	-0.4985	27.6344	N	24.0201
SLC1A4	-0.11	45.36	NA	35.62	44.5077	0.3813607	0.0544	52.1017	N	37.7641
SLC1A5	NA	NA	NA	86.09	55.5476	0.5636594	0.9119	84.2717	N	50.0608
SLC1A6	-0.8	12.33	NA	36.43	14.9447	0.05032262	-0.4601	29.0811	N	66.5605
SLC1A7	-0.44	24.71	NA	84.3	91.2666	0.6820176	0.5876	74.8094	N	59.9375
SLC20A1	-0.49	22.36	NA	10.14	26.7810	0.008529457	-1.3082	8.1525	N	43.0325
SLC20A2	-0.75	13.67	NA	4.69	13.8219	0.01606007	-1.1089	11.0166	N	7.8388
SLC22A1	1.78	96.85	NA	95.74	63.6504	0.964307	1.3470	92.0723	N	95.1543
SLC22A10	1.85	97.12	NA	96.46	66.7533	0.755801	1.1120	88.2698	N	49.7192
SLC22A11	0.02	55.76	NA	37.3	49.4469	0.473159	0.0365	51.2219	N	60.9911
SLC22A12	-1.15	6.23	NA	50.67	59.0431	0.4813856	-0.0817	45.5718	N	44.3235
SLC22A13	-0.26	34.93	NA	58.06	70.1825	0.9882026	0.4894	71.3490	N	93.4464
SLC22A14	1.85	97.13	NA	98.11	68.6670	0.7224965	1.4653	93.4311	N	59.8043
SLC22A15	0.04	57.31	NA	41.82	78.2577	0.4938932	-0.3164	35.0342	N	67.8226
SLC22A16	0.47	78.83	NA	93.64	83.2412	0.9944388	1.3299	91.8084	N	78.6198
SLC22A17	-0.54	20.54	NA	33.28	24.4635	0.02084629	0.0118	49.9707	N	33.9605
SLC22A18	1.25	93.42	NA	86.8	85.3153	0.6313815	1.1769	89.5210	N	90.5228
SLC22A18AS	1.88	97.25	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A2	-0.51	21.77	NA	17.07	84.3584	0.7601562	-0.1544	42.0723	N	84.6292
SLC22A23	-0.87	10.8	NA	10.21	48.5564	0.1377367	-0.5727	24.9462	N	29.5953
SLC22A24	NA	NA	NA	NA	72.3562	0.5368896	NA	NA	NA	NA
SLC22A25	0.69	85.26	NA	65.16	67.7268	0.7388748	0.2001	59.0909	N	70.8620
SLC22A3	-0.45	24.19	NA	11.49	59.8949	0.727669	-0.3974	31.6325	N	51.7976
SLC22A4	-0.71	14.57	NA	45.92	37.7876	0.7352561	-0.5700	25.0538	N	35.6973
SLC22A5	0.8	87.66	NA	85.22	81.6648	0.8485588	0.6689	77.6637	N	78.8572
SLC22A6	-0.49	22.51	NA	48.72	36.0619	0.3072174	-0.6628	22.0039	N	90.2217
SLC22A7	-1.02	8	NA	16.23	43.4181	0.436295	-0.3578	33.2942	N	32.0442
SLC22A8	-0.33	30.74	NA	49.55	56.1228	0.9904555	0.0639	52.5611	N	61.7611
SLC22A9	0.18	66.17	NA	81.22	87.4558	0.8613346	0.6119	75.7185	N	90.4649
SLC23A1	0.27	70.58	NA	51.42	40.4259	0.2149977	-0.1795	40.9189	N	54.6055
SLC23A2	-0.93	9.55	NA	9.29	7.0686	0.07469424	-1.0271	12.6686	N	3.5720
SLC23A3	-0.62	17.16	NA	31	40.9126	0.07199165	-0.9773	13.6559	N	93.3248
SLC24A1	-0.57	19.04	NA	52.24	53.9104	0.06949362	0.0799	53.3920	N	46.0372
SLC24A2	-0.51	21.73	NA	14.62	41.7976	0.009822924	-0.8826	16.1779	N	44.2540
SLC24A3	1.14	92.3	NA	74.68	25.4369	0.006158624	0.5012	71.7791	N	20.4539
SLC24A4	0.32	72.8	NA	66.92	50.4314	0.2131922	0.3697	66.4614	N	49.1634
SLC24A5	-0.69	15.2	NA	36.21	59.8396	0.406096	0.0213	50.4692	N	61.1359
SLC25A1	-0.52	21.2	NA	34.15	31.6980	0.2628734	-0.3225	34.7507	N	18.7634
SLC25A10	-0.45	24.19	NA	61.9	42.6106	0.6167217	0.2285	60.3226	N	45.0993
SLC25A11	-0.34	30.07	Y	16.79	3.5564	0.1825141	-0.7116	20.6452	N	4.4636
SLC25A12	-0.42	25.56	NA	7.25	15.2821	0.005939469	-0.8777	16.3050	N	17.9008
SLC25A13	-1.16	6.17	NA	7.03	62.2954	0.6351826	-1.0278	12.6491	N	47.6871
SLC25A14	-0.14	42.88	Y	17.9	7.8872	0.05736531	-0.6698	17.2414	Y	2.4373
SLC25A15	0.08	60.09	Y	79.35	84.4967	0.4570099	0.3582	65.9824	N	71.0820
SLC25A16	-0.43	25.15	Y	16.93	55.6748	0.4847876	-0.5435	25.9531	N	77.9251
SLC25A17	0.04	57.15	NA	51.56	67.9093	0.1589116	0.0547	52.1310	N	62.6585
SLC25A18	-0.56	19.54	NA	67.95	31.2445	0.3037697	-0.0179	48.5435	N	33.0921
SLC25A19	-0.43	25.37	NA	41.15	71.9856	0.01417334	0.0490	51.7889	N	43.2930
SLC25A2	0.88	89.02	NA	86.24	92.3119	0.3984779	0.5449	73.3627	N	79.8529
SLC25A20	-0.14	43.29	Y	29.18	79.6073	0.8706789	-0.4537	29.3255	N	91.2291
SLC25A21	0.73	86.08	NA	74.69	55.5918	0.7191615	0.5122	72.1994	N	52.8050
SLC25A21-AS1	NA	NA	NA	NA	89.8451	0.6052915	NA	NA	NA	NA
