GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratio	%OEratio	RVIS_ExAC_0.1%	RVIS_ExAC_0.05%popn
PMM1	0.01	59.92	-0.4	26.53	-0.31	30.62	-0.27	29.64	-0.31	33.16	0.1	67.67	-0.3	31.21	-0.36	29.59	NA	NA	28.95	44.25
PNPLA3	1.45	94.76	0.85	88.48	1.01	90.92	-0.41	21.79	0.74	86.04	1.16	92.8	1.32	94.24	1.49	95.06	NA	NA	90.61	81.95
PNPLA5	0.93	90.1	0.58	82.25	1.13	92.51	-0.34	24.96	0.97	90.27	1.54	95.43	0.67	84.49	0.55	82.5	NA	NA	89.91	94.33
POLDIP3	-0.18	42.6	0.26	70.52	-0.55	20.35	0.08	55.99	0.11	61.7	0.42	79.46	0.35	72.77	-0.18	41.72	NA	NA	32.68	12.66
POLR2F	0	59.32	-0.03	51.04	-0.06	45.66	0.2	67.15	0.01	55.83	0.02	62.73	0.01	52.23	0.01	58.77	-0.17	36.16	42.62	38.86
POLR3H	-0.33	31.07	-0.54	20.26	-0.4	26.33	-0.18	35	-0.56	20.63	-0.34	31.62	0.04	53.75	-0.3	33.66	NA	NA	22.31	40.79
PPARA	-0.28	34.47	-0.36	29.31	-0.97	9.85	-0.6	14.7	-0.2	40.2	-0.07	54.03	-0.86	11.62	-0.49	21.68	NA	NA	32.68	41.36
PPIL2	-1.01	6.61	-0.6	18.19	-0.7	15.75	-0.39	22.48	-0.64	17.56	-0.87	8.82	-0.54	20.16	-0.38	27.9	NA	NA	37.53	32.24
PPM1F	0.03	62	-0.02	52.15	0.05	53.23	-0.43	20.97	-0.02	52.61	0.34	76.35	0.32	71.52	0.64	84.68	NA	NA	66.05	62.67
PPP6R2	0.15	69.01	0.7	85.31	1.41	95.37	-0.87	8.9	1.47	94.94	0.95	90.41	-0.25	34.05	-1	7.32	NA	NA	91.8	48.83
PRAME	1.14	92.49	0.27	70.64	0.13	58.22	-0.29	27.84	-0.05	51.18	0.61	84.73	-0.21	36.83	0.45	79.94	NA	NA	76.81	62.36
PRODH	1.81	96.5	1.74	96.63	1.72	97.09	1.55	97.66	3.37	99.35	2.5	98.27	2.08	98.06	1.57	95.46	NA	NA	NA	96.18
PRR14L	6.26	99.84	3.8	99.62	3.8	99.64	1.73	98.25	2.34	98.27	2.03	97.19	3.7	99.69	5.75	99.82	NA	NA	NA	NA
PRR5	0.03	62	0.44	77.91	0.34	71.24	1.01	94.2	0.95	89.85	0.76	87.55	0.12	60.02	-0.1	48.89	NA	NA	26.72	64.00
PRR5-ARHGAP8	0.73	87.04	2.28	98.28	2.33	98.65	-0.86	9.01	2.48	98.53	0.1	66.99	2.22	98.46	-0.15	44.46	NA	NA	98.99	99.65
PVALB	0.69	86.48	0.26	70.06	0.02	50.77	0.34	76.64	-0.09	48.54	-0.05	57.34	0.22	66.59	0.59	83.77	0.6	72.54	75.78	54.92
RAB36	-0.28	34.47	0.62	83.42	0.19	62.45	-0.31	26.84	-0.55	21.03	-0.05	56.02	0.81	87.66	0.64	84.68	NA	NA	87.42	81.33
RABL2B	-0.22	39.8	0.37	75.12	0.36	71.87	0.53	84.47	-0.29	34.57	-0.17	45.6	0.53	80.2	0.47	80.57	NA	NA	62.71	80.15
RAC2	-0.18	43.45	-0.3	32.62	-0.39	26.67	0	49.5	-0.42	26.73	-0.26	38.17	-0.22	36.04	-0.15	45.89	-1.87	4.96	48.93	35.32
RANBP1	-0.15	45.9	-0.25	35.42	-0.46	23.68	0.04	52.37	-0.22	39.02	-0.13	49.82	-0.17	38.94	-0.12	48.49	-0.85	16.23	40.04	35.45
RANGAP1	-0.45	23.17	-0.38	28.11	-0.73	14.82	-0.51	17.69	-0.78	13.28	-0.72	12.54	0.18	63.69	-0.22	38.61	NA	NA	61.14	49.97
RASD2	-0.23	38.75	-0.14	43.29	-0.56	19.92	0.22	68.79	-0.22	39.02	-0.13	49.82	-0.35	28.67	0	57.39	-2	4.21	38.73	41.25
RBFOX2	-0.26	36.41	-0.43	25.15	-0.05	45.8	-0.1	41.12	-0.59	19.35	-0.36	30.17	-0.13	42.03	-0.08	50.87	-0.98	13.83	38.22	30.43
RBX1	0.07	64.84	0.08	59.43	0	49.53	0.29	73.48	0.04	58.08	0.04	64.23	0.2	65.01	0.13	67.15	-0.04	41.65	63.21	56.44
RFPL1	1.56	95.41	1.4	94.7	1	90.88	1.64	97.98	0.31	72.39	1.08	92.06	1.57	95.95	2.13	97.58	NA	NA	91.4	93.38
RFPL2	2.19	97.75	1.35	94.4	1.64	96.78	0.84	92.04	1.59	95.69	1.46	94.93	1.3	94.07	1.79	96.36	NA	NA	97.6	97.94
RFPL3	1.84	96.64	0.69	85.18	0.93	89.76	0.32	75.22	1.94	97.25	1.97	97.06	0.56	81.11	1.56	95.34	NA	NA	97.49	92.89
RGL4	1.96	97.07	2.56	98.74	1.72	97.1	0.67	88.36	1.2	92.88	0.97	90.66	2.51	98.87	1.06	91.36	NA	NA	96.16	98.60
RHBDD3	-0.55	18.49	-0.16	42.06	-0.13	40.91	-0.16	36.54	-0.1	47.36	0	59.84	-0.33	29.47	0.08	63.86	NA	NA	NA	91.05
RNF185	-0.15	45.9	-0.01	53.19	-0.17	38.56	0.32	75.81	0.19	66.52	-0.11	51.62	-0.22	36.04	-0.15	45.89	-0.44	26.46	67.53	41.56
RNF215	0.35	77.36	0.22	68.27	0.21	63.98	0.52	83.97	0.66	83.95	0.53	82.91	-0.2	37.31	-0.06	52.06	NA	NA	NA	65.26
RPL3	-0.48	22.15	-0.76	13.33	-0.51	21.62	-0.35	24.69	-0.86	11.45	-0.53	20.14	-0.49	22.27	-0.48	22.63	NA	NA	23.2	13.90
RPS19BP1	0	59.32	0.21	67.72	0.67	83.79	0.2	67.15	0.08	60.11	0.06	65.58	0.17	62.87	0.33	75.84	1.36	95.22	63.28	44.72
RRP7A	2.07	97.41	1.31	94	1.14	92.68	1.18	95.71	1.89	97.09	2.18	97.55	1.04	91.42	1.33	93.93	NA	NA	96.07	98.73
RTDR1	0.15	69	0.89	89.19	0.96	90.15	0.57	85.8	-0.2	40.2	-0.07	54.03	0.72	85.71	0.58	83.24	NA	NA	86.65	78.93
RTN4R	-0.69	13.26	-1.09	7.05	-0.54	20.71	-0.6	14.7	-0.86	11.45	-0.53	20.14	-1.25	5.89	-0.81	11.04	NA	NA	13.25	60.70
SAMM50	0.03	62	-0.27	34.82	-0.24	34.54	-0.43	20.97	0.01	55.15	0.36	77.15	-0.6	18.1	0.13	67.32	NA	NA	61.4	15.40
SBF1	-3.34	0.26	-4.05	0.17	-5.21	0.09	-4.07	0.12	-4.77	0.07	-3.97	0.1	-4.49	0.18	-2.94	0.42	NA	NA	0.15	0.43
SCO2	-0.29	33.48	-0.62	17.31	-0.58	19.25	-0.33	25.93	-0.48	24	0	59.84	-0.9	10.83	-0.13	46.29	NA	NA	45.2	67.41
SCUBE1	-1.11	5.47	-1.45	3.93	-1.25	6.43	-1.68	2.37	-0.58	19.4	-0.45	23.47	-2.33	1.43	-1.78	1.97	NA	NA	27.81	26.24
SEC14L2	0.52	82.59	0.24	69.21	-0.18	38.2	-0.15	37.38	-0.18	42.09	0.19	71.2	0.33	71.95	0.5	81.42	NA	NA	36.25	45.41
SEC14L3	1.68	96.03	1.16	92.59	0.93	89.66	0.98	93.88	1.74	96.46	2.37	98.1	1.65	96.41	0.93	89.84	NA	NA	93.34	87.49
SEC14L4	1.6	95.59	1.07	91.67	0.25	65.9	1.2	95.87	0.47	78.39	1.76	96.3	1.42	94.94	1.16	92.69	NA	NA	93.43	87.79
SELM	-0.1	49.88	-0.21	38.28	-0.05	46.23	0.09	56.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.66	55.61
SELO	-0.66	14.2	-0.64	16.76	-0.87	11.84	-0.69	12.13	-0.23	37.84	-0.51	20.25	-0.58	18.98	-0.94	8.28	NA	NA	69.25	76.10
SEPT3	-0.16	44.62	-0.3	32.62	-0.21	36.15	0	49.5	-0.22	39.02	-0.13	49.82	-0.02	49.61	-0.18	43.38	-1.08	12.45	36.96	44.59
SEPT5	-0.2	40.89	-0.34	30.07	-0.04	46.93	-0.03	46.77	-0.26	36.72	-0.15	47.68	-0.27	33.32	-0.18	43.38	-1.18	11.09	23.13	11.23
SERPIND1	-0.48	21.63	0.56	81.63	-0.52	21.44	0.32	75.28	-0.26	35.78	-0.87	8.82	0.86	88.49	-0.1	48.89	NA	NA	63.11	40.02
SEZ6L	-0.96	7.2	-2.03	1.69	-2	2.26	-1.29	4.42	-1.86	2.07	-0.83	9.28	-0.85	11.69	-0.89	9.23	NA	NA	87.43	66.57
SF3A1	-0.49	21.37	-0.78	12.77	-0.7	15.69	-0.37	23.93	-0.48	24	-0.53	20.14	-0.74	14.34	-0.48	22.63	NA	NA	10.15	14.54
SFI1	1.01	91.08	0.6	82.53	0.37	72.26	-0.73	11.45	0.7	84.96	1.52	95.19	0.59	82.02	1.22	93.16	NA	NA	96.31	94.81
SGSM1	0.21	71.49	-0.7	14.83	-0.61	18.31	-1.11	5.88	-0.8	12.58	-0.11	49.91	-0.52	20.95	-0.31	32.09	NA	NA	18.98	15.22
SGSM3	-1.73	1.78	-2.45	1.01	-2.13	1.89	-1.53	2.99	-2.12	1.45	-1.04	5.96	-2.5	1.16	-1.93	1.57	NA	NA	3.23	4.01
SH3BP1	0.03	62	0.47	78.74	-0.09	43.47	-0.72	11.65	-0.06	50.06	-0.21	40.48	0.47	78.11	0.19	70.22	NA	NA	NA	34.97
SLC25A1	-0.32	32.09	-0.52	21.2	-0.51	21.82	-0.17	36.22	-0.46	24.98	-0.28	36.38	-0.26	34.03	-0.33	31.71	NA	NA	26.34	32.06
SLC25A17	-0.43	24.45	0.04	57.15	0.62	82.53	-0.3	27.45	-0.11	46.94	-0.3	34.73	0.06	54.68	-0.22	39.22	NA	NA	45.11	52.64
SLC25A18	-0.51	20.54	-0.56	19.54	-0.01	48.7	-0.38	23.02	-0.62	18.12	-0.38	28.74	-0.19	37.79	-0.6	17.35	NA	NA	17.45	61.41
SLC2A11	1.14	92.49	0.76	86.8	1	90.82	0.29	73.22	1.32	93.93	0.23	72.22	0.3	70.15	1.07	91.63	NA	NA	93.72	87.38
SLC35E4	-0.17	43.88	-0.18	40.36	0.08	54.9	-0.18	35.31	-0.03	52.33	-0.49	22.26	-0.76	13.71	-0.43	24.92	NA	NA	55.81	49.84
SLC5A1	0.52	82.38	0.33	73.61	-0.04	47.16	-0.63	13.6	0.78	86.86	0.65	85.55	0.06	54.68	0.94	90	NA	NA	56.88	13.38
SLC5A4	0.97	90.57	0.74	86.33	0.66	83.49	0.66	88.23	1.51	95.19	0.93	90.11	0.93	89.69	0.39	78	NA	NA	77.53	95.21
SLC7A4	-0.23	38.8	0.41	76.51	0.19	62.51	-0.93	8.12	0.8	87.36	-0.34	30.25	-0.36	27.4	-0.12	47.07	NA	NA	90.44	66.19
SMARCB1	-0.2	40.89	-0.34	30.07	-0.77	13.92	-0.03	46.77	-0.29	34.57	-0.17	45.6	-0.45	23.52	-0.3	33.66	-3.11	1.13	28.86	25.77
SMC1B	0.82	88.77	0.27	70.73	0.11	57.16	-0.37	23.44	0.28	70.49	0.87	89.28	0.5	79.08	1.28	93.56	NA	NA	74.76	35.07
SMCR7L	-0.25	36.77	0.42	77.16	-0.31	30.72	0.01	50.06	0.49	79.33	-0.11	50.34	-0.27	32.44	-0.43	24.92	NA	NA	74.42	44.68
SMTN	0.88	89.48	0.43	77.33	0.99	90.73	0.08	55.81	0.2	66.53	-0.19	41.81	0.36	73.27	0.8	88	NA	NA	92.51	75.65
SNAP29	-0.25	37.63	0.08	60.09	-0.16	39.3	0.21	67.55	0.12	62.86	-0.15	47.68	-0.01	50.36	-0.33	31.71	1.71	98.25	64.98	83.09
SNRPD3	0.05	64.03	0.06	58	-0.04	46.72	0.27	72.42	0.04	58.08	0.04	64.23	0.11	58.99	0.07	63.34	-5.37	0.02	59.2	49.44
SOX10	-0.29	34.06	-0.47	23.04	-0.28	32.3	-0.13	38.52	-0.46	24.98	-0.28	36.38	-0.21	36.73	-0.3	33.66	-0.24	33.59	14.53	22.61
SPECC1L	-1.28	3.9	-0.28	33.53	-0.45	24.26	-0.42	21.14	-0.14	44.56	-1.27	3.8	-0.39	26.38	-1.21	5.09	NA	NA	46.2	12.25
SREBF2	-0.58	17.34	-1.83	2.09	-1.36	5.53	-1.62	2.67	-1.96	1.78	-0.89	7.98	-1.05	8.45	-0.48	22.71	NA	NA	15.85	13.25
SRRD	0.04	62.41	-0.14	43.57	0.06	53.62	0.33	76.03	-0.25	37.42	0.15	69.59	0.53	80.2	0.09	64.59	NA	NA	35.19	55.47
SSTR3	-0.26	36.51	0.03	55.79	0.99	90.72	-0.47	19.01	-0.73	14.46	-0.64	15.03	-0.53	20.56	0.24	72.5	NA	NA	79.93	70.68
ST13	0.62	85.01	0.37	75.12	0.11	56.99	0.53	84.47	0.16	64.82	0.4	79.08	0.62	83.04	0.53	82.31	NA	NA	42.75	30.81
SULT4A1	-0.19	42.14	-0.32	31.46	-0.73	14.92	-0.01	48.28	-0.26	36.72	-0.15	47.68	-0.27	33.32	-0.18	43.38	-0.6	21.66	41.44	26.63
SUN2	0.27	74.25	0.05	57.54	0.87	88.7	0.04	52.38	0.31	72.04	0.89	89.6	0.67	84.24	0.68	85.68	NA	NA	88.47	49.49
SUSD2	-0.46	22.43	-1.07	7.35	-0.75	14.25	-1.1	5.89	-1.75	2.42	-1	6.36	-0.61	17.76	0.01	58.94	NA	NA	79.2	90.10
SYCE3	0.45	80.71	0.77	86.89	0.65	83.01	0.54	84.8	0.74	85.94	0.53	83.06	0.8	87.36	0.42	78.89	NA	NA	NA	NA
SYN3	-0.34	30.45	-0.24	36.17	1.05	91.48	0.45	81.51	0.36	74.1	-0.72	12.54	-0.56	19.5	-0.07	51.29	NA	NA	50.09	52.24
SYNGR1	-0.58	17.32	-0.67	15.76	-0.8	13.23	-0.18	35.31	-0.48	24	-0.53	20.14	-0.43	24.51	-0.6	17.35	NA	NA	38.83	26.32
TAB1	-1.08	5.79	-1.22	5.64	-1.48	4.61	-1.07	6.24	-1.35	4.59	-1.08	5.64	-0.95	10.01	-0.93	8.57	NA	NA	11.83	11.17
TBC1D10A	-0.29	33.48	-0.4	26.85	-0.58	19.25	-0.04	45.95	0.21	67.45	0.48	81.73	-0.37	27.38	-0.49	21.68	NA	NA	34.8	46.58
TBC1D22A	-0.92	7.85	0.2	67.43	0.42	74.43	-0.29	27.84	-0.6	18.69	-0.85	9.21	-0.16	39.9	-0.29	33.93	NA	NA	51.16	34.58
TCF20	-0.84	9.41	-2.55	0.85	-3.55	0.52	-2.91	0.46	-2.44	0.98	-1.15	4.81	-1.69	3.14	-1.07	6.41	NA	NA	0.88	0.31
TCN2	1.94	96.98	1.93	97.49	0.63	82.59	1.12	95.15	1.85	96.87	2.2	97.59	1.91	97.5	1.16	92.69	NA	NA	94.65	94.79
TEF	-0.15	45.9	-0.25	35.42	-0.02	47.99	0.04	52.37	-0.29	34.57	-0.17	45.6	-0.22	36.04	-0.15	45.89	-0.37	28.78	38.98	28.60
TEX33	0.75	87.44	0.69	85.1	0.75	85.94	1.08	94.9	0.38	75.31	1.12	92.45	1.43	95.07	1.26	93.48	NA	NA	79.91	90.04
TFIP11	-1.04	6.17	-1.52	3.42	-1.08	8.43	-1.2	5.16	-1.72	2.55	-1.32	3.48	-1.49	4.17	-1.22	4.92	NA	NA	9.12	8.27
THOC5	0.6	84.57	0.22	68.38	-0.23	34.95	-0.53	16.97	0.8	87.46	0.91	89.91	0.06	54.68	0.17	69.17	NA	NA	43.46	18.08
TIMP3	-0.06	54.08	-0.14	42.88	0.07	54.59	0.12	59.81	-0.19	41.39	-0.11	51.62	0.21	65.81	-0.02	56.24	-3.57	0.62	44.4	35.36
TMEM184B	-0.49	21.37	-0.54	20.54	-0.99	9.6	-0.08	42.99	-0.51	22.35	-0.55	18.99	-0.74	14.34	-0.48	22.63	NA	NA	19.57	12.97
TMEM211	0.79	88.32	0.41	76.67	0.15	59.99	0.75	90.22	-0.06	51	-0.02	59.11	0.66	84.08	0.72	86.42	1.04	89.23	87.2	77.66
TMPRSS6	-0.59	16.74	0.59	82.36	0.64	82.78	0.68	88.52	-0.33	31.43	-0.57	17.28	1.29	93.93	-0.64	15.81	NA	NA	60.18	68.25
TNRC6B	-1.54	2.43	-1.81	2.2	-0.74	14.43	-1.5	3.13	-2.24	1.24	-1.36	3.06	-0.89	10.97	-0.69	14.33	NA	NA	1.27	2.89
TOB2	-0.52	19.77	-0.58	18.59	0.96	90.26	-0.4	22.2	0.03	57.07	-0.45	24.65	-0.04	47.78	-0.66	15.3	NA	NA	42.75	63.03
TOM1	-0.82	9.94	-0.55	19.8	0.41	74.03	-0.46	19.47	-0.4	27.59	-0.72	12.54	-0.46	23.08	-0.93	8.57	NA	NA	16.19	53.85
TOMM22	-0.06	54.08	-0.12	44.54	-0.22	35.67	0.14	61.38	-0.12	46.17	-0.07	55.41	-0.13	42.03	-0.08	50.87	-0.49	24.75	48.93	47.87
TOP3B	-0.26	36.51	-0.48	22.75	-0.46	23.5	-0.49	18.44	0.13	62.99	-0.05	55.6	-0.93	10.25	-0.85	9.9	NA	NA	18.06	11.75
TPST2	-0.69	13.26	-0.84	11.18	-0.83	12.61	-0.31	26.84	-0.55	21.03	-0.57	18.09	-0.9	10.83	-0.9	9.1	NA	NA	25.32	19.62
TRABD	-0.75	11.57	-1.18	5.94	-1.28	6.16	-0.67	12.73	-1.06	7.87	-0.66	14.79	-0.33	29.47	-0.69	14.27	NA	NA	9.36	20.21
TRIOBP	1.03	91.24	2.97	99.18	2.31	98.63	2.27	99.06	2.98	99.13	1.97	97.08	2.54	98.92	2.24	97.81	NA	NA	99.11	99.53
TRMT2A	-0.4	26.44	-0.95	9.32	-0.72	15.06	-0.95	7.82	-0.53	21.39	0.02	61.31	-1.35	5.06	-1.13	5.85	NA	NA	5.68	57.43
TRMU	0.57	83.8	-0.07	48.69	-0.31	30.72	-0.28	28.77	-0.95	9.58	-0.83	9.81	0.1	58.23	0.59	83.48	NA	NA	88.01	53.23
TSPO	1.09	91.91	0.73	85.98	0.56	80.17	0.32	75.81	0.91	89.4	0.93	90.36	0.91	89.45	0.95	90.12	NA	NA	NA	NA
TSSK2	-0.05	54.21	-0.4	26.93	0.1	56.61	-0.24	31.02	0.29	70.97	-0.24	38.63	-0.79	12.85	-0.38	27.9	NA	NA	70.82	72.49
TST	0.29	75.08	0.13	63.36	-0.09	43.42	0.16	63.43	0.14	63.66	-0.09	52.13	0.15	61.42	-0.15	44.42	NA	NA	84.1	92.49
TTC28	0.34	77.02	0.89	89.3	3.69	99.61	0.99	93.93	1.69	96.2	0.27	73.7	0.18	63.05	-0.48	22.71	NA	NA	NA	NA
TTC38	1.08	91.81	0.91	89.54	0.4	73.74	0.22	67.93	0.82	87.79	0.97	90.66	1.16	92.79	0.16	68.78	NA	NA	91.38	69.21
TTLL1	-0.69	13.26	-0.84	11.18	-1.27	6.3	-0.6	14.7	-1.06	7.87	-0.66	14.79	-0.81	12.54	-0.46	23.37	NA	NA	30.22	31.65
TTLL12	0.92	90.04	-0.46	23.7	0.1	56.16	-0.16	36.28	-0.26	35.66	0.53	82.62	-0.6	18.18	0.5	81.05	NA	NA	57.98	31.67
TUBA8	-0.81	10.23	-0.29	33.42	-0.42	25.2	0.13	60.61	-0.47	24.26	-0.24	38.63	-0.18	38.03	-0.37	28.37	NA	NA	43.35	60.79
TUBGCP6	-1.4	3.13	-2.6	0.82	-3.65	0.47	-2.38	0.93	-3.09	0.43	-1.17	4.51	-2.26	1.55	-1.96	1.49	NA	NA	16.32	37.80
TXN2	-0.22	39.8	-0.36	28.63	-0.08	44.38	-0.05	45.37	-0.39	28.47	-0.24	39.98	-0.22	36.04	-0.15	45.89	0.27	55.99	35.72	41.04
TXNRD2	0.48	81.56	0.63	83.55	0.75	85.78	-0.29	27.9	0.41	76.28	0.42	79.19	0.26	68.06	0.12	66.72	NA	NA	55.32	72.95
UBE2L3	0.11	67.45	0.15	63.81	0.12	57.85	0.34	76.34	0.15	63.94	0.1	67.97	0.16	62.02	0.1	65.33	NA	NA	NA	55.91
UFD1L	0.31	75.87	0.06	58.26	-0.19	37.08	0.09	56.76	0.22	68.16	0.44	80.53	0.07	56.4	0.27	73.56	-0.73	18.68	50.42	23.53
UPB1	-0.89	8.42	-0.69	15.27	-0.52	21.44	-0.56	15.89	-0.64	17.56	-0.87	8.82	0.08	56.58	-0.52	20.29	NA	NA	70.11	89.03
UPK3A	0.3	75.65	0.89	89.14	1.11	92.33	0.47	82.14	-0.23	37.79	-0.09	52.13	0.84	88.12	1.74	96.14	NA	NA	96.34	87.30
UQCR10	0.39	79.13	0.39	75.87	0.34	70.88	0.44	81.08	0.74	85.94	0.53	83.06	0.41	75.68	0.33	75.84	0.65	74.98	76.67	85.74
USP18	0.12	68.07	0.26	70.26	0.45	75.8	-0.13	38.52	-0.15	44.43	0.21	71.91	0.57	81.68	0.5	81.42	NA	NA	93.39	71.85
VPREB1	0.49	81.82	0.68	85.04	0.33	70.26	0.11	58.69	0.68	84.67	0.78	88.15	0.49	78.77	0.29	74.24	NA	NA	85.08	85.58
VPREB3	0.21	71.78	0.64	83.78	0.54	79.49	0.55	84.98	0.19	66.52	-0.11	51.62	0.48	78.39	0.44	79.63	NA	NA	85.77	80.98
WBP2NL	1.27	93.62	1.35	94.35	0.5	77.67	1.5	97.5	0.17	65.36	0.7	86.62	1.32	94.19	1.51	95.13	NA	NA	85.83	89.97
WNT7B	-0.69	13.26	-1.09	7.05	-1.41	5.14	-0.6	14.7	-1.16	6.51	-0.72	12.54	-0.77	13.44	-0.66	15.3	NA	NA	11.75	8.49
XBP1	-0.05	55.48	-0.1	46.2	0.11	57.36	0.15	62.8	-0.06	51	-0.02	59.11	0.21	65.81	-0.02	56.24	1.52	97.03	40.71	42.47
XKR3	0.28	74.82	1.21	93.09	0.6	81.66	0.61	87.01	0.22	68.16	0.44	80.53	1.2	93.19	1.75	96.18	NA	NA	NA	78.49
XPNPEP3	-0.48	22.15	-0.27	34.6	-0.37	27.94	0.23	69.1	0.03	57.07	-0.45	24.65	-0.69	15.59	-0.45	24.32	NA	NA	12.78	8.40
XRCC6	-0.42	25.38	-0.67	15.62	-0.79	13.42	-0.28	28.4	-0.82	12.27	-0.51	21.17	-0.16	39.78	-0.27	35.97	NA	NA	13.74	7.43
YPEL1	0.05	64.03	0.06	58	-0.04	46.72	0.27	72.42	0.04	58.08	0.04	64.23	0.16	62.02	0.1	65.33	-0.57	22.59	56.63	45.60
YWHAH	-0.03	56.85	-0.08	47.79	-0.14	40.65	0.17	64.34	-0.19	41.39	-0.11	51.62	0.2	65.01	0.13	67.15	-1.62	6.71	45.96	37.26
ZBED4	-2.02	1.15	-1.31	4.82	-2.37	1.42	-1.76	2.13	-1.74	2.45	-1.76	1.52	-2.13	1.87	-2.35	0.87	NA	NA	2.32	11.32
ZC3H7B	-0.32	32.13	-1.19	5.87	-0.92	10.81	-0.74	11.23	-0.82	12.3	-0.93	7.43	-1.29	5.55	-0.86	9.77	NA	NA	6.63	5.28
ZDHHC8	-1.13	5.18	-1.17	6.06	-1.61	3.8	-1.3	4.4	-1.16	6.4	-0.91	7.74	-1.29	5.55	-1.25	4.66	NA	NA	5.11	24.43
ZMAT5	-0.06	54.08	0.13	62.74	0.07	54.59	0.42	80.35	-0.09	48.54	-0.05	57.34	0.12	59.86	-0.08	50.87	-1.13	11.73	69.19	38.40
ZNF280A	2.31	98.04	1.38	94.6	1.09	92.01	-0.09	41.76	2.6	98.73	3.26	99.22	0.46	77.33	2.02	97.17	NA	NA	98.12	89.71
ZNF280B	0.29	75.08	0.13	63.36	-0.09	43.42	-0.13	38.79	0.92	89.6	0.7	86.62	-0.42	24.86	0.02	59.28	NA	NA	73.61	82.10
ZNF70	-0.65	14.67	-0.53	20.7	0.02	50.97	-0.26	29.85	-0.81	12.54	-0.74	11.96	-0.43	24.51	-0.6	17.35	NA	NA	15.56	13.89
ZNF74	-0.76	11.26	-0.22	37.54	0.13	58.75	-0.11	40.17	0.46	78.11	-0.66	14.79	0.02	52.47	-0.78	11.79	NA	NA	66.41	85.40
ZNRF3	-0.85	9.32	-0.11	45.49	0.18	61.91	0.08	56.06	0.6	82.35	-0.81	10.28	-0.52	21.12	-0.81	11.04	NA	NA	32.2	15.67
ABCB7	0.45	80.65	0.86	88.69	0.35	71.6	0.35	76.89	0.96	90.07	0.19	71.2	1.27	93.83	0.32	75.45	NA	NA	82.55	81.77
ABCD1	-0.49	21.37	-0.54	20.54	-0.55	20.08	-0.37	23.93	0.17	65.36	-0.36	30.17	-0.96	9.8	-0.78	11.79	NA	NA	NA	52.85
ACE2	-0.11	49.14	0.89	89.14	0.82	87.51	0.18	64.93	0.48	79.08	0.12	68.73	0.45	77.28	-0.28	34.54	NA	NA	61.64	61.03
ACOT9	0.08	65.39	0.44	77.7	0.47	76.75	0.97	93.8	0.2	67.14	0.19	71.2	0.53	80.2	0.09	64.59	NA	NA	67.33	74.14
ACRC	-0.44	24.01	-0.35	29.43	-0.25	33.69	0.37	77.9	-0.02	52.61	-0.72	12.54	-0.85	11.79	-0.64	15.79	NA	NA	18.97	56.16
ACSL4	-0.35	30.1	-0.56	19.31	-0.15	39.85	-0.2	33.83	-0.49	23.35	-0.3	34.73	-0.45	23.52	-0.3	33.66	NA	NA	27.41	25.25
ACTRT1	0.7	86.66	0.37	75.43	0.34	71.16	0.45	81.45	-0.31	33.16	0.1	67.67	0.99	90.68	0.14	67.69	NA	NA	72.79	82.68
AFF2	-1.17	4.84	-1.08	7.2	-1.43	4.93	-0.86	9.05	-0.59	18.82	-1.08	5.64	-1.52	4.02	-1.15	5.69	NA	NA	4.92	13.62
AGTR2	0.15	69.36	0.31	72.23	0.24	65.32	-0.1	41.12	0.12	62.86	-0.15	47.68	-0.11	43.42	0	57.39	NA	NA	78.79	81.11
AIFM1	-0.48	22.15	-0.27	34.6	-0.22	35.39	-0.35	24.69	-0.56	20.63	-0.34	31.62	-0.24	35	-0.25	36.93	NA	NA	18.84	33.09
AKAP14	-0.09	51.36	0.08	59.76	-0.01	49.09	0.39	78.9	0.22	68.16	0.44	80.53	0.36	73.57	-0.08	50.87	1	88.17	66.65	64.76
AKAP17A	-1	6.63	-0.63	16.78	0.2	63.05	-0.19	34.16	-1.45	3.79	-1.34	3.21	-0.39	26.4	-0.84	10.31	NA	NA	96.67	96.93
AKAP4	-0.25	36.77	0.67	84.61	1.14	92.7	-0.28	28.77	-0.45	25.49	-0.51	21.17	0.47	78.11	-0.19	41.14	NA	NA	43.71	90.77
ALAS2	-0.54	19.15	0.13	63.36	0.05	53.16	0.45	81.45	0.72	85.7	-0.49	22.26	-0.39	26.72	-0.57	18.55	NA	NA	73.45	75.70
ALG13	-0.79	10.59	-1	8.37	2.96	99.29	-0.43	20.97	0.11	61.7	-0.64	15.52	-0.66	16.55	-0.9	9.1	NA	NA	14.6	81.26
AMELX	-0.1	49.88	0.06	58.26	0.1	56.32	0.37	78.18	-0.16	43.78	-0.09	53.45	-0.02	49.61	0.21	71.22	-0.65	20.42	56.33	53.90
AMMECR1	-0.05	55.48	-0.1	46.2	-0.03	47.43	0.15	62.8	-0.09	48.54	-0.05	57.34	-0.08	45.18	-0.05	53.64	1.34	94.97	NA	53.16
