CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS
PLCXD3	PLCXD3	PLCXD3	PLCXD3	PLCXD3	-0.679780532	14.50483301	Y	56.5104794
C5orf51	C5orf51	C5orf51	C5orf51	C5orf51	0.045300934	53.00688777	Y	80.74560347
ANXA2R	ANXA2R	ANXA2R	ANXA2R	ANXA2R	0.285399426	69.6822365	N	93.62804144
HMGCS1	HMGCS1	HMGCS1	HMGCS1	HMGCS1	-0.112262427	41.3266192	Y	20.30835943
GPX8	GPX8	GPX8	GPX8	GPX8	0.056480057	53.81721364	Y	73.78342568
CCNO	CCNO	CCNO	CCNO	CCNO	0.538742637	81.99918967	N	99.03035413
DHX29	DHX29	DHX29	DHX29	DHX29	-1.216740575	5.423395265	N	40.29149603
PPAP2A	PPAP2A	PPAP2A	PPAP2A	PPAP2A	-0.392745948	24.81333565	N	32.7511443
ANKRD55	ANKRD55	ANKRD55	ANKRD55	ANKRD55	-0.234877184	33.36806158	N	53.23416044
GPBP1	GPBP1	GPBP1	GPBP1	GPBP1	-0.175004808	37.08977253	N	25.93953264
ACTBL2	ACTBL2	ACTBL2	ACTBL2	ACTBL2	0.827842702	89.72043758	N	82.95591424
ELOVL7	ELOVL7	ELOVL7	ELOVL7	ELOVL7	-0.089753398	42.80835793	Y	66.73090821
C5orf43	SMIM15	SMIM15	SMIM15	SMIM15	0.37161271	74.48052324	Y	Unassessed
IPO11	IPO11	IPO11	IPO11	IPO11	-1.335169968	4.451004225	N	16.94772344
HTR1A	HTR1A	HTR1A	HTR1A	HTR1A	-0.038037426	46.71528622	N	59.37123585
RNF180	RNF180	RNF180	RNF180	RNF180	-0.357948071	26.40504717	N	91.58034209
RGS7BP	RGS7BP	RGS7BP	RGS7BP	RGS7BP	-0.252102165	32.32621404	Y	15.61069622
SREK1IP1	SREK1IP1	SREK1IP1	SREK1IP1	SREK1IP1	0.290033479	69.90218209	Y	6.329800048
MRPS36	MRPS36	MRPS36	MRPS36	MRPS36	-0.051433536	45.65607455	Y	52.4813298
MARVELD2	MARVELD2	MARVELD2	MARVELD2	MARVELD2	0.492109495	80.16438039	N	71.5309564
MCCC2	MCCC2	MCCC2	MCCC2	MCCC2	-0.185226508	36.44151184	N	72.10913033
UTP15	UTP15	UTP15	UTP15	UTP15	0.727428919	87.53255774	N	46.20573356
IQGAP2	IQGAP2	IQGAP2	IQGAP2	IQGAP2	-0.481905319	20.90061932	N	56.51650205
ANKRD34B	ANKRD34B	ANKRD34B	ANKRD34B	ANKRD34B	0.153364212	61.26642357	N	95.56131053
MSH3	MSH3	MSH3	MSH3	MSH3	-0.491458858	20.53597268	N	84.46759817
ATP6AP1L	ATP6AP1L	ATP6AP1L	ATP6AP1L	ATP6AP1L	0.309821667	71.05979047	N	61.27439171
TMEM167A	TMEM167A	TMEM167A	TMEM167A	TMEM167A	0.167113525	62.29669503	Y	40.53240183
RASA1	RASA1	RASA1	RASA1	RASA1	-0.524628496	19.24523934	N	24.12069381
ARRDC3	ARRDC3	ARRDC3	ARRDC3	ARRDC3	-0.467776875	21.53730393	Y	12.92459648
MCTP1	MCTP1	MCTP1	MCTP1	MCTP1	-1.261083769	5.0413845	N	34.3110094
CHD1	CHD1	CHD1	CHD1	CHD1	-1.886718878	1.933205996	N	22.57889665
SLCO4C1	SLCO4C1	SLCO4C1	SLCO4C1	SLCO4C1	-0.784523017	11.86548591	N	75.77089858
SLCO6A1	SLCO6A1	SLCO6A1	SLCO6A1	SLCO6A1	0.740826586	87.86247612	N	74.76511684
PPIP5K2	PPIP5K2	PPIP5K2	PPIP5K2	PPIP5K2	-1.773310843	2.268912427	N	21.44663936
MAN2A1	MAN2A1	MAN2A1	MAN2A1	MAN2A1	-0.971834916	8.357932511	N	74.06649
DCP2	DCP2	DCP2	DCP2	DCP2	-0.456445049	22.02349945	N	33.30522766
COMMD10	COMMD10	COMMD10	COMMD10	COMMD10	0.046257695	53.10528448	Y	48.95808239
DTWD2	DTWD2	DTWD2	DTWD2	DTWD2	0.360579228	73.94802338	N	51.63213683
SNX2	SNX2	SNX2	SNX2	SNX2	-0.563403124	17.82716907	N	50.78294387
ZNF608	ZNF608	ZNF608	ZNF608	ZNF608	-1.840509824	2.072119002	N	48.37388581
CTXN3	CTXN3	CTXN3	CTXN3	CTXN3	0.160566904	61.79892342	Y	3.475066249
FBN2	FBN2	FBN2	FBN2	FBN2	-1.415813552	3.831683741	N	49.25921465
CHSY3	CHSY3	CHSY3	CHSY3	CHSY3	-0.672928946	14.6958384	N	73.98217297
CDC42SE2	CDC42SE2	CDC42SE2	CDC42SE2	CDC42SE2	0.076119241	55.36840887	Y	29.94459166
RAPGEF6	RAPGEF6	RAPGEF6	RAPGEF6	RAPGEF6	-1.903412197	1.85217341	N	41.82124789
FNIP1	FNIP1	FNIP1	FNIP1	FNIP1	-0.831311259	10.95676333	N	66.17682486
ACSL6	ACSL6	ACSL6	ACSL6	ACSL6	-0.785479362	11.83075765	N	11.09371236
RAD50	RAD50	RAD50	RAD50	RAD50	-0.465267734	21.65306477	N	74.99397735
KIF3A	KIF3A	KIF3A	KIF3A	KIF3A	-0.978958829	8.247959715	N	23.35581788
CCNI2	CCNI2	CCNI2	CCNI2	CCNI2	0.194405525	64.08519998	Unassessed	Unassessed
UQCRQ	UQCRQ	UQCRQ	UQCRQ	UQCRQ	0.009548021	50.25756786	Y	22.75957601
FSTL4	FSTL4	FSTL4	FSTL4	FSTL4	0.776585991	88.69595416	N	48.8255842
DDX46	DDX46	DDX46	DDX46	DDX46	-1.089598905	6.673612317	N	2.372922187
KDM3B	KDM3B	KDM3B	KDM3B	KDM3B	-1.988943098	1.672744111	N	22.75355336
CTNNA1	CTNNA1	CTNNA1	CTNNA1	CTNNA1	-1.506001977	3.328124096	N	7.185015659
IGIP	IGIP	IGIP	IGIP	IGIP	0.379115977	74.87411009	N	99.85545652
SRA1	SRA1	SRA1	SRA1	SRA1	0.509685942	80.85894542	N	93.32088653
PCDHA10	PCDHA10	PCDHA10	PCDHA10	PCDHA10	1.055508626	93.43636048	N	78.4690436
KCTD16	KCTD16	KCTD16	KCTD16	KCTD16	-0.266954701	31.4637958	N	21.30209588
PRELID2	PRELID2	PRELID2	PRELID2	PRELID2	-0.003544497	49.14626382	Y	67.80293905
GRXCR2	GRXCR2	GRXCR2	GRXCR2	GRXCR2	0.071637002	55.02112635	N	13.77378945
PLAC8L1	PLAC8L1	PLAC8L1	PLAC8L1	PLAC8L1	0.398903333	75.78283267	N	48.66297278
LARS	LARS	LARS	LARS	LARS	-0.590101185	17.0573595	N	45.42278969
GPR151	GPR151	GPR151	GPR151	GPR151	1.220904521	95.24222955	N	98.66899542
C5orf46	C5orf46	C5orf46	C5orf46	C5orf46	0.160566904	61.79892342	Y	21.20573356
SPINK6	SPINK6	SPINK6	SPINK6	SPINK6	0.357562369	73.8264745	Y	97.44037581
SPINK9	SPINK9	SPINK9	SPINK9	SPINK9	0.493577577	80.20489668	Y	71.56709227
AFAP1L1	AFAP1L1	AFAP1L1	AFAP1L1	AFAP1L1	0.087902717	56.29449557	N	85.12406649
ARSI	ARSI	ARSI	ARSI	ARSI	-0.164479923	37.75539735	N	40.67694531
CD74	CD74	CD74	CD74	CD74	0.507773402	80.77212479	N	54.61936883
NDST1	NDST1	NDST1	NDST1	NDST1	-1.818342664	2.147363547	N	10.23849675
RBM22	RBM22	RBM22	RBM22	RBM22	-0.167654501	37.52966371	Y	34.28089617
TNIP1	TNIP1	TNIP1	TNIP1	TNIP1	0.419949566	76.82468021	N	57.49819321
C5orf54	C5orf54	C5orf54	C5orf54	C5orf54	-0.11674285	40.99670082	N	Unassessed
RANBP17	RANBP17	RANBP17	RANBP17	RANBP17	0.060109127	54.08925161	N	97.47651168
TLX3	TLX3	TLX3	TLX3	TLX3	0.027424541	51.61775771	Y	97.74753072
FBXW11	FBXW11	FBXW11	FBXW11	FBXW11	-0.612251503	16.42067489	Y	8.329318237
STK10	STK10	STK10	STK10	STK10	-0.499104621	20.21763038	N	53.69188147
SH3PXD2B	SH3PXD2B	SH3PXD2B	SH3PXD2B	SH3PXD2B	0.357363532	73.81489842	N	41.61647796
ERGIC1	ERGIC1	ERGIC1	ERGIC1	ERGIC1	-0.696702134	14.03600162	N	27.61985064
CREBRF	CREBRF	CREBRF	CREBRF	CREBRF	-0.607465004	16.53643572	N	24.16887497
FAF2	FAF2	FAF2	FAF2	FAF2	-0.119765437	40.78833131	Y	14.85786557
CDHR2	CDHR2	CDHR2	CDHR2	CDHR2	-0.922741915	9.17404642	N	58.63045049
TSPAN17	TSPAN17	TSPAN17	TSPAN17	TSPAN17	-0.261365676	31.77635006	N	64.47843893
UNC5A	UNC5A	UNC5A	UNC5A	UNC5A	-0.715079795	13.53244197	N	13.87617442
RAB24	RAB24	RAB24	RAB24	RAB24	-0.306538083	29.06754645	Y	1.583955673
PFN3	PFN3	PFN3	PFN3	PFN3	-0.043930449	46.31591133	Unassessed	Unassessed
F12	F12	F12	F12	F12	0.270693188	68.73299763	N	79.48084799
GRK6	GRK6	GRK6	GRK6	GRK6	-0.486305293	20.71540198	N	20.04336305
N4BP3	N4BP3	N4BP3	N4BP3	N4BP3	-0.094082712	42.53631996	N	35.75042159
HNRNPAB	HNRNPAB	HNRNPAB	HNRNPAB	HNRNPAB	-0.196709583	35.69485443	Y	73.33774994
MAML1	MAML1	MAML1	MAML1	MAML1	0.08901196	56.35237599	N	73.83762949
LTC4S	LTC4S	LTC4S	LTC4S	LTC4S	0.002044933	49.63824738	Unassessed	Unassessed
SQSTM1	SQSTM1	SQSTM1	SQSTM1	SQSTM1	0.371103225	74.46315911	N	20.01927246
C5orf45	C5orf45	C5orf45	C5orf45	C5orf45	0.70396241	86.97690571	N	48.28956878
OR2Y1	OR2Y1	OR2Y1	OR2Y1	OR2Y1	0.611053519	84.5169879	N	84.49168875
GNB2L1	GNB2L1	GNB2L1	GNB2L1	GNB2L1	-0.230550154	33.7153441	Y	1.01782703
EXOC2	EXOC2	EXOC2	EXOC2	EXOC2	-1.448691364	3.681194652	N	21.57913756
MYLK4	MYLK4	MYLK4	MYLK4	MYLK4	-0.084012126	43.26561324	N	44.74223079
SLC22A23	SLC22A23	SLC22A23	SLC22A23	SLC22A23	-0.657116328	15.15309371	N	11.85858829
RPP40	RPP40	RPP40	RPP40	RPP40	0.687042931	86.57753082	N	30.78776199
RREB1	RREB1	RREB1	RREB1	RREB1	0.014893049	50.61642646	N	74.49409781
PAK1IP1	PAK1IP1	PAK1IP1	PAK1IP1	PAK1IP1	-0.124397678	40.48156509	N	47.57287401
ATXN1	ATXN1	ATXN1	ATXN1	ATXN1	-0.168962986	37.46599525	N	25.62033245
KDM1B	KDM1B	KDM1B	KDM1B	KDM1B	-0.496678803	20.33917926	N	25.78294387
DEK	DEK	DEK	DEK	DEK	-0.610336728	16.45540314	N	30.01084076
RNF144B	RNF144B	RNF144B	RNF144B	RNF144B	-0.233267662	33.50118655	Y	48.30161407
MBOAT1	MBOAT1	MBOAT1	MBOAT1	MBOAT1	0.095253943	56.8096313	N	35.94916887
KIAA0319	KIAA0319	KIAA0319	KIAA0319	KIAA0319	0.398709818	75.7596805	N	91.18284751
HIST1H1T	HIST1H1T	HIST1H1T	HIST1H1T	HIST1H1T	1.035222159	93.19905076	N	87.87641532
NKAPL	NKAPL	NKAPL	NKAPL	NKAPL	1.088556897	93.82994733	N	97.84389304
SCAND3	SCAND3	SCAND3	SCAND3	SCAND3	-0.647404139	15.47722406	N	81.38400385
ZNF311	ZNF311	ZNF311	ZNF311	ZNF311	0.284742403	69.63593216	N	83.35340882
OR2B3	OR2B3	OR2B3	OR2B3	OR2B3	-0.172286507	37.23447358	N	98.01854975
OR14J1	OR14J1	OR14J1	OR14J1	OR14J1	0.123201392	58.99751114	N	76.71645387
OR11A1	OR11A1	OR11A1	OR11A1	OR11A1	0.077226532	55.46680558	N	57.0043363
OR10C1	OR10C1	OR10C1	OR10C1	OR10C1	1.831645318	98.2462233	N	98.91592387
OR2H2	OR2H2	OR2H2	OR2H2	OR2H2	0.905599564	91.18481218	N	50.89737413
HLA-A	HLA-A	HLA-A	HLA-A	HLA-A	8.683577596	99.94790762	N	95.0373404
TRIM31	TRIM31	TRIM31	TRIM31	TRIM31	1.082965441	93.77785495	N	65.98410022
TRIM39	TRIM39	TRIM39	TRIM39	TRIM39	-0.209801572	34.94819702	Y	49.3194411
HLA-E	HLA-E	HLA-E	HLA-E	HLA-E	0.206691474	64.80870522	N	87.86437003
ABCF1	ABCF1	ABCF1	ABCF1	ABCF1	-0.011549788	48.57324767	N	44.20019272
MDC1	MDC1	MDC1	MDC1	MDC1	2.164344673	98.80187533	N	62.44880752
GTF2H4	GTF2H4	GTF2H4	GTF2H4	GTF2H4	-0.393549347	24.76703131	N	13.65333655
VARS2	VARS2	VARS2	VARS2	VARS2	0.741943324	87.9145685	N	59.27487352
MUC21	MUC21	MUC21	MUC21	MUC21	4.849172727	99.84372287	N	89.89400145
CDSN	CDSN	CDSN	CDSN	CDSN	0.984460682	92.58551832	N	46.17562033
PSORS1C1	PSORS1C1	PSORS1C1	PSORS1C1	PSORS1C1	0.8210057	89.54100828	N	99.75909419
POU5F1	POU5F1	POU5F1	POU5F1	POU5F1	-0.047605945	46.02072119	Y	16.13466635
HLA-C	HLA-C	HLA-C	HLA-C	HLA-C	8.184183119	99.93633154	N	85.52156107
HLA-B	HLA-B	HLA-B	HLA-B	HLA-B	6.678780804	99.90739133	N	65.11081667
MCCD1	MCCD1	MCCD1	MCCD1	MCCD1	0.714044409	87.24894368	N	36.98506384
NCR3	NCR3	NCR3	NCR3	NCR3	0.363300057	74.07536031	N	91.64056854
C6orf47	C6orf47	C6orf47	C6orf47	C6orf47	0.577215218	83.32465127	N	97.2115153
LY6G5B	LY6G5B	LY6G5B	LY6G5B	LY6G5B	0.438331876	77.80285929	N	87.96073235
LY6G5C	LY6G5C	LY6G5C	LY6G5C	LY6G5C	0.267523946	68.51884008	Y	36.82847507
LY6G6F	LY6G6F	LY6G6F	LY6G6F	LY6G6F	1.14012811	94.43769173	N	98.59672368
LY6G6D	LY6G6D	LY6G6D	LY6G6D	LY6G6D	0.715955704	87.28945998	Y	7.45603469
SAPCD1	SAPCD1	SAPCD1	SAPCD1	SAPCD1	0.550880798	82.46802107	N	94.59166466
VARS	VARS	VARS	VARS	VARS	-0.311376616	28.82444869	N	47.41628523
HSPA1L	HSPA1L	HSPA1L	HSPA1L	HSPA1L	-0.186988947	36.33732708	N	93.31486389
C6orf48	C6orf48	C6orf48	C6orf48	C6orf48	0.100541925	57.24952249	Y	65.36376777
GPSM3	GPSM3	GPSM3	GPSM3	GPSM3	0.343512144	73.05666493	Y	33.28715972
NOTCH4	NOTCH4	NOTCH4	NOTCH4	NOTCH4	0.381479149	74.98408288	N	71.22380149
C6orf10	C6orf10	C6orf10	C6orf10	C6orf10	1.487377846	96.90339758	N	98.63285955
RING1	RING1	RING1	RING1	RING1	-0.105716346	41.73178214	Y	5.685377018
B3GALT4	B3GALT4	B3GALT4	B3GALT4	B3GALT4	-0.663816607	14.92736007	N	20.49506143
TAPBP	TAPBP	TAPBP	TAPBP	TAPBP	0.479822239	79.75921746	N	83.01614069
KIFC1	KIFC1	KIFC1	KIFC1	KIFC1	-0.029426144	47.35197083	N	72.51264755
SYNGAP1	SYNGAP1	SYNGAP1	SYNGAP1	SYNGAP1	-1.964767732	1.742200614	N	6.82365695
IP6K3	IP6K3	IP6K3	IP6K3	IP6K3	1.322283531	95.9252185	N	93.6099735
SNRPC	SNRPC	SNRPC	SNRPC	SNRPC	-0.066439705	44.63737917	Y	1.66225006
BRPF3	BRPF3	BRPF3	BRPF3	BRPF3	-1.659647986	2.616194941	N	18.92315105
PNPLA1	PNPLA1	PNPLA1	PNPLA1	PNPLA1	0.437673966	77.76813104	N	67.88123344
C6orf222	C6orf222	C6orf222	C6orf222	C6orf222	0.995144162	92.71285524	N	94.06167189
PI16	PI16	PI16	PI16	PI16	0.061414866	54.25131678	N	46.19368827
CCDC167	CCDC167	CCDC167	CCDC167	CCDC167	-0.019507464	47.94813914	Y	52.08985787
LRFN2	LRFN2	LRFN2	LRFN2	LRFN2	-0.918630336	9.243502923	N	33.44374849
TSPO2	TSPO2	TSPO2	TSPO2	TSPO2	0.12592113	59.20588065	N	76.34304987
C6orf130	OARD1	OARD1	OARD1	OARD1	0.405450329	76.1185391	Y	Unassessed
TREML4	TREML4	TREML4	TREML4	TREML4	0.455250847	78.5495167	N	42.31510479
PRICKLE4	PRICKLE4	PRICKLE4	PRICKLE4	PRICKLE4	0.506008393	80.70845633	N	62.02722236
BYSL	BYSL	BYSL	BYSL	BYSL	0.569860199	83.0526133	N	85.93712358
KIAA0240	GLTSCR1L	GLTSCR1L	GLTSCR1L	GLTSCR1L	-0.684921315	14.38907218	N	Unassessed
RRP36	RRP36	RRP36	RRP36	RRP36	0.273262571	68.86033455	N	72.13924356
MRPL2	MRPL2	MRPL2	MRPL2	MRPL2	0.125114793	59.14221219	N	88.02095881
TTBK1	TTBK1	TTBK1	TTBK1	TTBK1	-0.695292411	14.09388204	N	34.77475307
LRRC73	LRRC73	LRRC73	LRRC73	LRRC73	-0.227678773	33.88319731	Y	3.017345218
C6orf223	C6orf223	C6orf223	C6orf223	C6orf223	1.644835133	97.69635932	N	91.47795712
MRPL14	MRPL14	MRPL14	MRPL14	MRPL14	-0.20804097	35.04659374	Y	17.23078776
TMEM63B	TMEM63B	TMEM63B	TMEM63B	TMEM63B	-1.211423811	5.463911559	N	2.957118767
SLC35B2	SLC35B2	SLC35B2	SLC35B2	SLC35B2	-0.248121003	32.57509984	N	39.40014454
AARS2	AARS2	AARS2	AARS2	AARS2	0.358321058	73.84383863	N	80.83594315
SUPT3H	SUPT3H	SUPT3H	SUPT3H	SUPT3H	-0.009939149	48.69479655	N	77.05372199
ENPP4	ENPP4	ENPP4	ENPP4	ENPP4	0.127028236	59.25797303	N	49.90363768
TDRD6	TDRD6	TDRD6	TDRD6	TDRD6	1.470425911	96.83394108	N	84.74463985
CD2AP	CD2AP	CD2AP	CD2AP	CD2AP	0.059652711	54.08346356	N	59.25078294
PTCHD4	PTCHD4	PTCHD4	PTCHD4	PTCHD4	-1.838949534	2.101059212	N	45.68176343
DEFB114	DEFB114	DEFB114	DEFB114	DEFB114	0.190579485	63.80158592	Y	15.24331486
DEFB110	DEFB110	DEFB110	DEFB110	DEFB110	0.299449341	70.47519824	Y	40.4480848
DEFB112	DEFB112	DEFB112	DEFB112	DEFB112	0.352927885	73.57180066	Y	89.83979764
TRAM2	TRAM2	TRAM2	TRAM2	TRAM2	-0.125354587	40.43526075	N	31.63695495
KLHL31	KLHL31	KLHL31	KLHL31	KLHL31	0.317625038	71.63280662	N	87.80414358
FAM83B	FAM83B	FAM83B	FAM83B	FAM83B	-0.825577938	11.04358396	N	48.90387858
KIAA1586	KIAA1586	KIAA1586	KIAA1586	KIAA1586	-0.030382941	47.27093824	N	84.31703204
FAM135A	FAM135A	FAM135A	FAM135A	FAM135A	-0.606878479	16.54801181	N	47.78968923
OGFRL1	OGFRL1	OGFRL1	OGFRL1	OGFRL1	-0.385242872	25.15483012	Y	34.18453385
DPPA5	DPPA5	DPPA5	DPPA5	DPPA5	-0.035470476	46.91207964	Y	16.09853047
KHDC3L	KHDC3L	KHDC3L	KHDC3L	KHDC3L	0.204778284	64.66400417	N	47.40423994
COX7A2	COX7A2	COX7A2	COX7A2	COX7A2	0.102455237	57.40579962	Y	45.52517466
MYO6	MYO6	MYO6	MYO6	MYO6	-1.506685884	3.322336054	N	75.50590219
IRAK1BP1	IRAK1BP1	IRAK1BP1	IRAK1BP1	IRAK1BP1	0.373672448	74.62522429	N	97.72946278
FAM46A	FAM46A	FAM46A	FAM46A	FAM46A	-0.284831791	30.36985588	N	7.745121657
IBTK	IBTK	IBTK	IBTK	IBTK	-0.683965545	14.41801239	N	63.27993255
UBE3D	UBE3D	UBE3D	UBE3D	UBE3D	0.369038883	74.34161023	N	68.59792821
ME1	ME1	ME1	ME1	ME1	-0.076357581	43.94860219	N	63.38231751
RIPPLY2	RIPPLY2	RIPPLY2	RIPPLY2	RIPPLY2	0.100541925	57.24952249	Y	99.50012045
KIAA1009	KIAA1009	KIAA1009	KIAA1009	KIAA1009	0.881796547	90.73334491	N	65.26740544
TBX18	TBX18	TBX18	TBX18	TBX18	0.083923805	56.03403369	N	77.90291496
C6orf162	SMIM8	SMIM8	SMIM8	SMIM8	0.85102036	90.21820918	Y	Unassessed
C6orf165	C6orf165	C6orf165	C6orf165	C6orf165	1.38614466	96.31301731	N	78.71597205
PM20D2	PM20D2	PM20D2	PM20D2	PM20D2	0.463710367	79.01834809	Unassessed	Unassessed
FAXC	FAXC	FAXC	FAXC	FAXC	-0.337353053	27.42374255	N	23.49433871
USP45	USP45	USP45	USP45	USP45	1.119832309	94.18301789	N	77.99325464
CCNC	CCNC	CCNC	CCNC	CCNC	-0.171482763	37.26341379	Y	4.023126957
LIN28B	LIN28B	LIN28B	LIN28B	LIN28B	-0.214586899	34.6414308	Y	13.84003854
AIM1	AIM1	AIM1	AIM1	AIM1	1.751306871	98.06100596	N	89.52059745
BEND3	BEND3	BEND3	BEND3	BEND3	-1.814524443	2.170515715	N	11.91881474
ZBTB24	ZBTB24	ZBTB24	ZBTB24	ZBTB24	-0.893397306	9.700758233	N	22.2115153
C6orf225	FAM229B	FAM229B	FAM229B	FAM229B	0.395078624	75.58603924	N	Unassessed
LAMA4	LAMA4	LAMA4	LAMA4	LAMA4	-0.92917749	9.046709498	N	61.90676945
RFPL4B	RFPL4B	RFPL4B	RFPL4B	RFPL4B	0.198231811	64.27620536	Y	90.2613828
HS3ST5	HS3ST5	HS3ST5	HS3ST5	HS3ST5	0.00315321	49.71927997	N	34.72657191
TSPYL1	TSPYL1	TSPYL1	TSPYL1	TSPYL1	0.562357003	82.81530358	N	42.05613105
RWDD1	RWDD1	RWDD1	RWDD1	RWDD1	-0.033556726	47.03941657	Y	10.66008191
RSPH4A	RSPH4A	RSPH4A	RSPH4A	RSPH4A	-0.226417441	33.95265382	N	92.83907492
DCBLD1	DCBLD1	DCBLD1	DCBLD1	DCBLD1	-0.369126321	25.91885165	N	58.32931824
SLC35F1	SLC35F1	SLC35F1	SLC35F1	SLC35F1	0.017202414	50.84794814	Y	7.070585401
CLVS2	CLVS2	CLVS2	CLVS2	CLVS2	-0.257690928	32.05996411	Y	32.20308359
NKAIN2	NKAIN2	NKAIN2	NKAIN2	NKAIN2	-0.183617621	36.51675638	Y	41.30330041
CENPW	CENPW	CENPW	CENPW	CENPW	0.432595039	77.50766916	Y	50.62033245
ECHDC1	ECHDC1	ECHDC1	ECHDC1	ECHDC1	0.046257695	53.10528448	Y	51.55986509
KIAA0408	KIAA0408	KIAA0408	KIAA0408	KIAA0408	-0.322043675	28.14724779	N	Unassessed
C6orf58	C6orf58	C6orf58	C6orf58	C6orf58	0.224567453	65.92000926	N	86.34666345
THEMIS	THEMIS	THEMIS	THEMIS	THEMIS	0.320495832	71.79487179	N	61.94290532
ARHGAP18	ARHGAP18	ARHGAP18	ARHGAP18	ARHGAP18	-0.272392294	31.15124153	N	32.19706095
TMEM244	TMEM244	TMEM244	TMEM244	TMEM244	0.579938151	83.45198819	N	96.83208865
L3MBTL3	L3MBTL3	L3MBTL3	L3MBTL3	L3MBTL3	-0.914951523	9.301383342	N	30.38424476
SAMD3	SAMD3	SAMD3	SAMD3	SAMD3	0.399201715	75.79440875	N	79.52902915
SLC35D3	SLC35D3	SLC35D3	SLC35D3	SLC35D3	-0.063416885	44.9036291	N	85.5516743
TXLNB	TXLNB	TXLNB	TXLNB	TXLNB	0.756790706	88.25606297	N	92.21874247
UTRN	UTRN	UTRN	UTRN	UTRN	-1.890771553	1.904265787	N	63.66538184
SAMD5	SAMD5	SAMD5	SAMD5	SAMD5	0.654972172	85.79035712	Unassessed	Unassessed
SUMO4	SUMO4	SUMO4	SUMO4	SUMO4	0.57802637	83.37095561	N	91.70681763
PPIL4	PPIL4	PPIL4	PPIL4	PPIL4	-0.298880801	29.53637784	N	43.48349795
LATS1	LATS1	LATS1	LATS1	LATS1	-1.149337384	6.083232043	N	60.11804384
PLEKHG1	PLEKHG1	PLEKHG1	PLEKHG1	PLEKHG1	-0.46689777	21.5604561	N	33.96169598
TIAM2	TIAM2	TIAM2	TIAM2	TIAM2	0.457477225	78.68264166	N	36.75018068
TULP4	TULP4	TULP4	TULP4	TULP4	-1.022093918	7.576546854	N	35.78655746
SYTL3	SYTL3	SYTL3	SYTL3	SYTL3	0.601938918	84.16391735	N	69.91086485
MAP3K4	MAP3K4	MAP3K4	MAP3K4	MAP3K4	-1.45212241	3.6464664	N	67.27896892
THBS2	THBS2	THBS2	THBS2	THBS2	-0.550531951	18.19181571	N	37.05733558
C6orf120	C6orf120	C6orf120	C6orf120	C6orf120	0.151300234	61.07541819	Y	66.61045531
C6orf70	C6orf70	ERMARD	ERMARD	ERMARD	0.574798023	83.24361868	N	39.89400145
PSMB1	PSMB1	PSMB1	PSMB1	PSMB1	-0.190163599	36.15789778	Y	61.9669959
PDGFA	PDGFA	PDGFA	PDGFA	PDGFA	0.141883914	60.31139665	Y	55.51674295
PRKAR1B	PRKAR1B	PRKAR1B	PRKAR1B	PRKAR1B	-0.169415642	37.44284309	N	3.667790894
HEATR2	HEATR2	HEATR2	HEATR2	HEATR2	0.396637664	75.64391966	N	78.67983618
COX19	COX19	COX19	COX19	COX19	0.048020238	53.25577357	Y	61.31052758
LFNG	LFNG	LFNG	LFNG	LFNG	0.432890148	77.54818545	N	62.52107926
TTYH3	TTYH3	TTYH3	TTYH3	TTYH3	-0.310058921	28.94020953	N	24.56636955
AMZ1	AMZ1	AMZ1	AMZ1	AMZ1	2.664510789	99.2822828	N	40.85160202
SDK1	SDK1	SDK1	SDK1	SDK1	-0.44980254	22.28974938	N	32.29342327
FOXK1	FOXK1	FOXK1	FOXK1	FOXK1	-1.170226657	5.886438618	N	20.18790653
RNF216	RNF216	RNF216	RNF216	RNF216	-1.465346464	3.542281646	N	19.9168875
CCZ1	CCZ1	CCZ1	CCZ1	CCZ1	0.48445544	79.89234242	N	57.41387617
FAM220A	FAM220A	FAM220A	FAM220A	FAM220A	0.391548194	75.45291428	N	54.03517225
GLCCI1	GLCCI1	GLCCI1	GLCCI1	GLCCI1	-0.63939225	15.70295769	N	35.18429294
ICA1	ICA1	ICA1	ICA1	ICA1	-0.294095963	29.76211148	N	43.43531679
AGMO	AGMO	AGMO	AGMO	AGMO	1.146016972	94.48978411	N	89.78559383
MEOX2	MEOX2	MEOX2	MEOX2	MEOX2	0.235747143	66.55090583	N	50.6805589
TWISTNB	TWISTNB	TWISTNB	TWISTNB	TWISTNB	0.207648094	64.90710193	N	24.67477716
TMEM196	TMEM196	TMEM196	TMEM196	TMEM196	0.116504775	58.48816345	Y	23.12695736
AVL9	AVL9	AVL9	AVL9	AVL9	-0.161760738	37.87694623	N	30.18549747
KBTBD2	KBTBD2	KBTBD2	KBTBD2	KBTBD2	-0.962994377	8.508421601	N	8.762948687
NT5C3	NT5C3	NT5C3A	NT5C3A	NT5C3A	-0.475279987	21.20738554	Y	27.07781258
EEPD1	EEPD1	EEPD1	EEPD1	EEPD1	-0.584803178	17.23678879	N	51.07805348
POU6F2	POU6F2	POU6F2	POU6F2	POU6F2	-0.080033468	43.6186838	N	50.59624187
DBNL	DBNL	DBNL	DBNL	DBNL	0.163586571	62.05938531	N	25.83714768
